model_id,perm_read,name,perm_unlink,perm_write,perm_create,group_id
account.analytic.line.package,1,account.analytic.line.package,1,1,1,Purchase Manager
account.analytic.line.package,1,account.analytic.line.package,1,1,1,Project Member
account.analytic.line.package,1,account.analytic.line.package,1,1,1,Project Manager
account.analytic.line.package,1,account.analytic.line.package,1,1,1,Financial Admin
account.analytic.line.package,1,account.analytic.line.package,1,1,1,Financial User
account.analytic.line.package,1,account.analytic.line.package,1,1,1,Financial Invoice
account.analytic.line.package,1,account.analytic.line.package,1,1,1,Customer Executive
account.analytic.line.package,1,account.analytic.line.package,1,1,1,Customer Executive - Manager
account.analytic.line.package,1,account.analytic.line.package,1,1,1,Employee
account.analytic.line.package,1,account.analytic.line.package,1,1,1,HR Manager
account.analytic.line.package,1,account.analytic.line.package,1,1,1,Product UOS View
account.analytic.line.package,1,account.analytic.line.package,1,1,1,No One
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Commerciaux
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Salesman
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Sale Manager
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,group2
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,group1
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Product Manager
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Workers
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Production Manager
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Users
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Dpt Publications
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Dpt Formations
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Dpt Events
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Direction
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Purchase Manager
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Project Member
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Project Manager
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Financial Admin
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Financial User
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Financial Invoice
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Customer Executive
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Customer Executive - Manager
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Employee
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,HR Manager
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Product UOS View
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,No One
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Extended View
account.analytic.line.package.month,1,account.analytic.line.package.month,1,1,1,Administration/Administrator
Analytic Plans,1,Analytic Plans,1,1,1,Administration/Administrator
Analytic Plans,1,Analytic Plans,1,1,1,Extended View
Analytic Plans,1,Analytic Plans,1,1,1,No One
Analytic Plans,1,Analytic Plans,1,1,1,Product UOS View
Analytic Plans,1,Analytic Plans,1,1,1,HR Manager
Analytic Plans,1,Analytic Plans,1,1,1,Employee
Analytic Plans,1,Analytic Plans,1,1,1,Customer Executive - Manager
Analytic Plans,1,Analytic Plans,1,1,1,Customer Executive
Analytic Plans,1,Analytic Plans,1,1,1,Financial Invoice
Analytic Plans,1,Analytic Plans,1,1,1,Financial User
Analytic Plans,1,Analytic Plans,1,1,1,Financial Admin
Analytic Plans,1,Analytic Plans,1,1,1,Project Manager
Analytic Plans,1,Analytic Plans,1,1,1,Project Member
Analytic Plans,1,Analytic Plans,1,1,1,Purchase Manager
Analytic Plans,1,Analytic Plans,1,1,1,Commerciaux
Analytic Plans,1,Analytic Plans,1,1,1,Direction
Analytic Plans,1,Analytic Plans,1,1,1,Dpt Events
Analytic Plans,1,Analytic Plans,1,1,1,Dpt Formations
Analytic Plans,1,Analytic Plans,1,1,1,Dpt Publications
Analytic Plans,1,Analytic Plans,1,1,1,Users
Analytic Plans,1,Analytic Plans,1,1,1,Production Manager
Analytic Plans,1,Analytic Plans,1,1,1,Workers
Analytic Plans,1,Analytic Plans,1,1,1,Product Manager
Analytic Plans,1,Analytic Plans,1,1,1,group1
Analytic Plans,1,Analytic Plans,1,1,1,group2
Analytic Plans,1,Analytic Plans,1,1,1,Sale Manager
Analytic Plans,1,Analytic Plans,1,1,1,Salesman
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Purchase Manager
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Salesman
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Sale Manager
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,group2
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,group1
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Product Manager
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Workers
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Production Manager
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Users
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Dpt Publications
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Dpt Formations
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Dpt Events
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Direction
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Commerciaux
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Project Member
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Project Manager
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Financial Admin
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Financial User
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Financial Invoice
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Customer Executive
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Customer Executive - Manager
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Employee
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,HR Manager
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Product UOS View
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,No One
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Extended View
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Administration/Administrator
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Salesman
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Extended View
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,No One
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Product UOS View
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,HR Manager
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Employee
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Customer Executive - Manager
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Customer Executive
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Financial Invoice
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Financial User
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Financial Admin
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Project Manager
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Project Member
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Purchase Manager
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Administration/Administrator
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Commerciaux
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Direction
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Dpt Events
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Dpt Formations
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Dpt Publications
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Users
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Production Manager
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Workers
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Product Manager
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,group1
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,group2
Object for create analytic entries from invoice lines,1,Object for create analytic entries from invoice lines,1,1,1,Sale Manager
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Administration/Administrator
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Salesman
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Sale Manager
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,group2
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,group1
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Product Manager
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Workers
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Production Manager
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Users
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Dpt Publications
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Dpt Formations
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Dpt Events
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Direction
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Commerciaux
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Purchase Manager
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Project Member
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Project Manager
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Financial Admin
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Financial User
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Financial Invoice
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Customer Executive
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Customer Executive - Manager
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Employee
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,HR Manager
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Product UOS View
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,No One
Analytic Plan Lines,1,Analytic Plan Lines,1,1,1,Extended View
Asset,1,Asset,1,1,1,Salesman
Asset,1,Asset,1,1,1,Administration/Administrator
Asset,1,Asset,1,1,1,Extended View
Asset,1,Asset,1,1,1,No One
Asset,1,Asset,1,1,1,Product UOS View
Asset,1,Asset,1,1,1,HR Manager
Asset,1,Asset,1,1,1,Employee
Asset,1,Asset,1,1,1,Customer Executive - Manager
Asset,1,Asset,1,1,1,Customer Executive
Asset,1,Asset,1,1,1,Financial Invoice
Asset,1,Asset,1,1,1,Financial User
Asset,1,Asset,1,1,1,Financial Admin
Asset,1,Asset,1,1,1,Project Manager
Asset,1,Asset,1,1,1,Project Member
Asset,1,Asset,1,1,1,Purchase Manager
Asset,1,Asset,1,1,1,Commerciaux
Asset,1,Asset,1,1,1,Direction
Asset,1,Asset,1,1,1,Dpt Events
Asset,1,Asset,1,1,1,Dpt Formations
Asset,1,Asset,1,1,1,Dpt Publications
Asset,1,Asset,1,1,1,Users
Asset,1,Asset,1,1,1,Production Manager
Asset,1,Asset,1,1,1,Workers
Asset,1,Asset,1,1,1,Product Manager
Asset,1,Asset,1,1,1,group1
Asset,1,Asset,1,1,1,group2
Asset,1,Asset,1,1,1,Sale Manager
Asset board,1,Asset board,1,1,1,No One
Asset board,1,Asset board,1,1,1,Product UOS View
Asset board,1,Asset board,1,1,1,HR Manager
Asset board,1,Asset board,1,1,1,Employee
Asset board,1,Asset board,1,1,1,Customer Executive - Manager
Asset board,1,Asset board,1,1,1,Customer Executive
Asset board,1,Asset board,1,1,1,Financial Invoice
Asset board,1,Asset board,1,1,1,Financial User
Asset board,1,Asset board,1,1,1,Financial Admin
Asset board,1,Asset board,1,1,1,Project Manager
Asset board,1,Asset board,1,1,1,Project Member
Asset board,1,Asset board,1,1,1,Purchase Manager
Asset board,1,Asset board,1,1,1,Commerciaux
Asset board,1,Asset board,1,1,1,Direction
Asset board,1,Asset board,1,1,1,Dpt Events
Asset board,1,Asset board,1,1,1,Dpt Formations
Asset board,1,Asset board,1,1,1,Dpt Publications
Asset board,1,Asset board,1,1,1,Users
Asset board,1,Asset board,1,1,1,Production Manager
Asset board,1,Asset board,1,1,1,Workers
Asset board,1,Asset board,1,1,1,Administration/Administrator
Asset board,1,Asset board,1,1,1,Product Manager
Asset board,1,Asset board,1,1,1,group1
Asset board,1,Asset board,1,1,1,group2
Asset board,1,Asset board,1,1,1,Sale Manager
Asset board,1,Asset board,1,1,1,Extended View
Asset board,1,Asset board,1,1,1,Salesman
Asset category,1,Asset category,1,1,1,Workers
Asset category,1,Asset category,1,1,1,Administration/Administrator
Asset category,1,Asset category,1,1,1,Extended View
Asset category,1,Asset category,1,1,1,No One
Asset category,1,Asset category,1,1,1,Product UOS View
Asset category,1,Asset category,1,1,1,HR Manager
Asset category,1,Asset category,1,1,1,Employee
Asset category,1,Asset category,1,1,1,Customer Executive - Manager
Asset category,1,Asset category,1,1,1,Customer Executive
Asset category,1,Asset category,1,1,1,Financial Invoice
Asset category,1,Asset category,1,1,1,Financial User
Asset category,1,Asset category,1,1,1,Financial Admin
Asset category,1,Asset category,1,1,1,Project Manager
Asset category,1,Asset category,1,1,1,Project Member
Asset category,1,Asset category,1,1,1,Purchase Manager
Asset category,1,Asset category,1,1,1,Commerciaux
Asset category,1,Asset category,1,1,1,Direction
Asset category,1,Asset category,1,1,1,Dpt Events
Asset category,1,Asset category,1,1,1,Dpt Formations
Asset category,1,Asset category,1,1,1,Dpt Publications
Asset category,1,Asset category,1,1,1,Users
Asset category,1,Asset category,1,1,1,Production Manager
Asset category,1,Asset category,1,1,1,Product Manager
Asset category,1,Asset category,1,1,1,group1
Asset category,1,Asset category,1,1,1,group2
Asset category,1,Asset category,1,1,1,Sale Manager
Asset category,1,Asset category,1,1,1,Salesman
Asset property,1,Asset property,1,1,1,Administration/Administrator
Asset property,1,Asset property,1,1,1,Extended View
Asset property,1,Asset property,1,1,1,No One
Asset property,1,Asset property,1,1,1,Product UOS View
Asset property,1,Asset property,1,1,1,HR Manager
Asset property,1,Asset property,1,1,1,Employee
Asset property,1,Asset property,1,1,1,Customer Executive - Manager
Asset property,1,Asset property,1,1,1,Customer Executive
Asset property,1,Asset property,1,1,1,Financial Invoice
Asset property,1,Asset property,1,1,1,Financial User
Asset property,1,Asset property,1,1,1,Financial Admin
Asset property,1,Asset property,1,1,1,Project Manager
Asset property,1,Asset property,1,1,1,Project Member
Asset property,1,Asset property,1,1,1,Purchase Manager
Asset property,1,Asset property,1,1,1,Commerciaux
Asset property,1,Asset property,1,1,1,Direction
Asset property,1,Asset property,1,1,1,Dpt Events
Asset property,1,Asset property,1,1,1,Dpt Formations
Asset property,1,Asset property,1,1,1,Dpt Publications
Asset property,1,Asset property,1,1,1,Users
Asset property,1,Asset property,1,1,1,Production Manager
Asset property,1,Asset property,1,1,1,Workers
Asset property,1,Asset property,1,1,1,Product Manager
Asset property,1,Asset property,1,1,1,group1
Asset property,1,Asset property,1,1,1,group2
Asset property,1,Asset property,1,1,1,Sale Manager
Asset property,1,Asset property,1,1,1,Salesman
Asset history,1,Asset history,1,1,1,Salesman
Asset history,1,Asset history,1,1,1,Administration/Administrator
Asset history,1,Asset history,1,1,1,Extended View
Asset history,1,Asset history,1,1,1,No One
Asset history,1,Asset history,1,1,1,Product UOS View
Asset history,1,Asset history,1,1,1,HR Manager
Asset history,1,Asset history,1,1,1,Employee
Asset history,1,Asset history,1,1,1,Customer Executive - Manager
Asset history,1,Asset history,1,1,1,Customer Executive
Asset history,1,Asset history,1,1,1,Financial Invoice
Asset history,1,Asset history,1,1,1,Financial User
Asset history,1,Asset history,1,1,1,Financial Admin
Asset history,1,Asset history,1,1,1,Project Manager
Asset history,1,Asset history,1,1,1,Project Member
Asset history,1,Asset history,1,1,1,Purchase Manager
Asset history,1,Asset history,1,1,1,Commerciaux
Asset history,1,Asset history,1,1,1,Direction
Asset history,1,Asset history,1,1,1,Dpt Events
Asset history,1,Asset history,1,1,1,Dpt Formations
Asset history,1,Asset history,1,1,1,Dpt Publications
Asset history,1,Asset history,1,1,1,Users
Asset history,1,Asset history,1,1,1,Production Manager
Asset history,1,Asset history,1,1,1,Workers
Asset history,1,Asset history,1,1,1,Product Manager
Asset history,1,Asset history,1,1,1,group1
Asset history,1,Asset history,1,1,1,group2
Asset history,1,Asset history,1,1,1,Sale Manager
