acquis|invoice_id|price|etude_id|state|last|income_account_id|first|date_creation|quantity
f|14622|11.00||invoiced|367159|66|366760|2006-05-05 13:26:21|400
f|14191|11.00|732|invoiced|351951|66|351792|2005-10-25 11:50:05|160
f|14488|11.00|717|invoiced|363089|66|362990|2006-03-15 10:52:04|100
f|14543|11.00|744|invoiced|364173|66|364074|2006-03-30 10:09:58|100
f|14802|11.00|696|invoiced|374181|66|373782|2006-08-21 09:54:03|400
f|14904|11.00|691|invoiced|377797|66|377698|2006-09-21 14:28:20|100
f|14283|11.00|698|invoiced|356099|66|356048|2005-12-08 10:02:03|52
f|14192|11.00|744|invoiced|352051|66|351952|2005-10-25 11:54:21|100
f|15003|11.00|711|invoiced|381359|66|381210|2006-11-03 10:22:02|150
f|15188|11.00|756|invoiced|390017|66|389918|2007-02-15 15:30:06|100
f|15252|11.00|748|invoiced|391301|66|391202|2007-03-13 14:44:49|100
f|14544|11.00|750|invoiced|364473|66|364174|2006-03-30 10:21:54|300
f|15318|11.00|744|invoiced|394601|66|394402|2007-04-12 13:38:26|200
f|15461|11.00|673|invoiced|399305|66|399206|2007-06-01 11:41:12|100
f|14545|11.00|678|invoiced|364773|66|364474|2006-03-30 10:32:49|300
f|15118|11.00|720|invoiced|386443|66|386392|2007-01-04 14:41:50|52
f|14803|11.00||invoiced|374581|66|374182|2006-08-21 11:34:30|400
f|14292|11.00|748|invoiced|356199|66|356100|2005-12-16 09:41:17|100
f|14547|11.00|756|invoiced|364933|66|364834|2006-03-31 12:14:38|100
f|14628|11.00|756|invoiced|367259|66|367160|2006-05-05 16:46:51|100
f|14908|11.00|750|invoiced|378097|66|377798|2006-09-27 09:28:13|300
f|14211|11.00|720|invoiced|352103|66|352052|2005-10-27 10:46:44|52
f|15004|11.00|758|invoiced|381459|66|381360|2006-11-06 10:38:08|100
f|14498|11.00|673|invoiced|363137|66|363090|2006-03-16 12:54:22|48
f|14293|11.00|756|invoiced|356299|66|356200|2005-12-16 09:42:33|100
f|15121|11.00|717|invoiced|386543|66|386444|2007-01-09 12:26:45|100
f|15192|11.00|753|invoiced|390069|66|390018|2007-02-21 09:17:56|52
f|15253|11.00|744|invoiced|391401|66|391302|2007-03-13 15:36:57|100
f|15319|11.00|756|invoiced|394701|66|394602|2007-04-12 15:39:22|100
f|15474|11.00|759|invoiced|399605|66|399306|2007-06-05 09:01:32|300
f|14212|11.00|745|invoiced|352151|66|352104|2005-10-27 10:49:22|48
f|14311|11.00|720|invoiced|356351|66|356300|2006-01-03 09:56:43|52
f|14516|11.00|763|invoiced|363169|66|363138|2006-03-20 12:09:05|32
f|14561|11.00|734|invoiced|364945|66|364934|2006-04-05 08:32:15|12
f|14631|11.00|714|invoiced|367359|66|367260|2006-05-09 14:51:42|100
f|14811|11.00|697|invoiced|374701|66|374582|2006-08-25 10:38:11|120
f|14909|11.00|756|invoiced|378197|66|378098|2006-09-27 10:34:49|100
f|14213|11.00|755|invoiced|352351|66|352152|2005-10-27 11:15:37|200
f|15005|11.00|744|invoiced|381559|66|381460|2006-11-06 15:34:34|100
f|15122|11.00|748|invoiced|386643|66|386544|2007-01-09 12:35:48|100
f|15193|11.00|708|invoiced|390121|66|390070|2007-02-21 10:56:09|52
f|14562|11.00|975|invoiced|364997|66|364946|2006-04-05 08:33:58|52
f|15255|11.00|749|invoiced|391601|66|391402|2007-03-14 16:31:07|200
f|15323|11.00|742|invoiced|394801|66|394702|2007-04-13 16:04:30|100
f|14812|11.00|744|invoiced|374801|66|374702|2006-08-25 11:35:51|100
f|15483|11.00|6365|invoiced|399653|66|399606|2007-06-07 10:44:11|48
f|15006|11.00|714|invoiced|381659|66|381560|2006-11-06 16:57:47|100
f|14813|11.00|714|invoiced|374901|66|374802|2006-08-25 11:38:04|100
f|14814|11.00|748|invoiced|375001|66|374902|2006-08-25 11:47:53|100
f|15256|11.00||invoiced|392001|66|391602|2007-03-16 09:40:25|400
f|14312|11.00|745|invoiced|356399|66|356352|2006-01-03 10:05:37|48
f|14566|11.00|711|invoiced|365147|66|364998|2006-04-07 11:52:58|150
f|14632|11.00|748|invoiced|367459|66|367360|2006-05-09 15:42:37|100
f|14815|11.00|732|invoiced|375201|66|375002|2006-08-25 11:51:17|200
f|14932|11.00|748|invoiced|378297|66|378198|2006-10-03 09:41:37|100
f|14215|11.00|691|invoiced|352431|66|352352|2005-11-02 15:58:28|80
f|15007|11.00|715|invoiced|381859|66|381660|2006-11-07 09:53:42|200
f|15127|11.00|756|invoiced|386743|66|386644|2007-01-12 10:59:47|100
f|15195|11.00|763|invoiced|390153|66|390122|2007-02-21 14:36:08|32
f|14567|11.00|712|invoiced|365247|66|365148|2006-04-07 12:05:26|100
f|15324|11.00|707|invoiced|394809|66|394802|2007-04-16 14:33:34|8
f|15484|11.00|731|invoiced|399753|66|399654|2007-06-07 10:47:18|100
f|15129|11.00|719|invoiced|386855|66|386804|2007-01-12 11:47:40|52
f|14217|11.00|694|invoiced|352631|66|352532|2005-11-02 15:59:50|100
f|14315|11.00||invoiced|356799|66|356400|2006-01-06 11:12:59|400
f|14572|11.00|759|invoiced|365547|66|365248|2006-04-14 13:58:01|300
f|14633|11.00|754|invoiced|367659|66|367460|2006-05-10 12:26:05|200
f|14824|11.00|749|invoiced|375401|66|375202|2006-08-28 16:51:19|200
f|14935|11.00|763|invoiced|378329|66|378298|2006-10-03 16:13:52|32
f|14216|11.00|714|invoiced|352531|66|352432|2005-11-02 15:59:18|100
f|15008|11.00|712|invoiced|381959|66|381860|2006-11-07 14:31:34|100
f|15128|11.00|713|invoiced|386803|66|386744|2007-01-12 11:34:56|60
f|15201|11.00|669|invoiced|390253|66|390154|2007-02-22 10:55:21|100
f|15257|11.00|678|invoiced|392301|66|392002|2007-03-16 12:17:02|300
f|15330|11.00|726|invoiced|394909|66|394810|2007-04-17 15:42:37|100
f|15487|11.00|729|invoiced|399853|66|399754|2007-06-08 13:44:51|100
f|15130|11.00|729|invoiced|386955|66|386856|2007-01-12 11:48:29|100
f|15202|11.00|744|invoiced|390353|66|390254|2007-02-22 10:59:08|100
f|15258|11.00|717|invoiced|392401|66|392302|2007-03-16 12:39:21|100
f|15131|11.00|675|invoiced|387255|66|386956|2007-01-12 12:16:28|300
f|14320|11.00|762|invoiced|356999|66|356800|2006-01-09 15:30:04|200
f|14646|11.00|699|invoiced|367809|66|367660|2006-05-17 10:01:51|150
f|14944|11.00|745|invoiced|378369|66|378330|2006-10-06 16:19:39|40
f|15012|11.00|696|invoiced|382359|66|381960|2006-11-09 11:13:22|400
f|15144|11.00|699|invoiced|387375|66|387256|2007-01-18 15:31:56|120
f|14231|11.00|700|invoiced|352731|66|352632|2005-11-14 09:31:07|100
f|15203|11.00|694|invoiced|390453|66|390354|2007-02-23 09:41:27|100
f|14580|11.00|713|invoiced|365607|66|365548|2006-04-19 09:58:13|60
f|14321|11.00|744|invoiced|357099|66|357000|2006-01-09 15:48:28|100
f|15262|11.00|715|invoiced|392601|66|392402|2007-03-20 17:09:24|200
f|14826|11.00|759|invoiced|375701|66|375402|2006-08-29 15:09:38|300
f|15333|11.00|726|invoiced|394957|66|394910|2007-04-17 15:59:16|48
f|15503|11.00|754|invoiced|400053|66|399854|2007-06-14 09:28:43|200
f|14322|11.00|714|invoiced|357199|66|357100|2006-01-09 16:38:17|100
f|15145|11.00|694|invoiced|387475|66|387376|2007-01-18 16:10:24|100
f|14232|11.00|678|invoiced|353031|66|352732|2005-11-14 09:31:47|300
f|15336|11.00|678|invoiced|395517|66|395218|2007-04-17 16:23:54|300
f|14323|11.00|694|invoiced|357299|66|357200|2006-01-09 16:44:57|100
f|14324|11.00|754|invoiced|357399|66|357300|2006-01-11 11:26:04|100
f|14593|11.00|708|invoiced|365647|66|365608|2006-04-25 10:25:54|40
f|14647|11.00|696|invoiced|368209|66|367810|2006-05-17 12:24:53|400
f|14834|11.00|764|invoiced|375801|66|375702|2006-08-30 16:08:42|100
f|14948|11.00|696|invoiced|378769|66|378370|2006-10-12 09:14:27|400
f|14233|11.00|720|invoiced|353083|66|353032|2005-11-15 09:14:57|52
f|15013|11.00|724|invoiced|382459|66|382360|2006-11-10 10:55:55|100
f|15152|11.00|743|invoiced|387875|66|387476|2007-01-23 17:08:20|400
f|14325|11.00|749|invoiced|357599|66|357400|2006-01-11 11:28:24|200
f|15267|11.00|714|invoiced|392701|66|392602|2007-03-21 17:29:39|100
f|14594|11.00|679|invoiced|365707|66|365648|2006-04-25 10:38:22|60
f|15334|11.00|713|invoiced|395017|66|394958|2007-04-17 16:01:52|60
f|15504|11.00|720|invoiced|400157|66|400054|2007-06-14 10:20:34|104
f|15014|11.00|698|invoiced|382511|66|382460|2006-11-10 11:09:28|52
f|15335|11.00|754|invoiced|395217|66|395018|2007-04-17 16:04:33|200
f|15505|11.00|696|invoiced|400557|66|400158|2007-06-14 10:26:43|400
f|14328|11.00||invoiced|358159|66|357960|2006-01-11 14:03:39|200
f|14234|11.00|762|invoiced|353283|66|353084|2005-11-15 09:27:50|200
f|14326|11.00|713|invoiced|357659|66|357600|2006-01-11 11:43:22|60
f|14595|11.00|744|invoiced|365907|66|365708|2006-04-25 10:39:03|200
f|14665|11.00|762|invoiced|368409|66|368210|2006-05-24 11:16:21|200
f|14835|11.00|696|invoiced|376201|66|375802|2006-08-31 16:34:42|400
f|14949|11.00|744|invoiced|378869|66|378770|2006-10-12 10:40:56|100
f|15031|11.00|678|invoiced|382811|66|382512|2006-11-17 11:42:19|300
f|14327|11.00|675|invoiced|357959|66|357660|2006-01-11 12:01:38|300
f|15158|11.00|697|invoiced|388175|66|387876|2007-01-24 17:09:12|300
f|15268|11.00|696|invoiced|393101|66|392702|2007-03-22 16:13:38|400
f|14666|11.00|753|invoiced|368461|66|368410|2006-05-24 11:26:54|52
f|15345|11.00|745|invoiced|395557|66|395518|2007-04-19 17:25:09|40
f|15032|11.00|673|invoiced|382859|66|382812|2006-11-17 11:55:08|48
f|15269|11.00|679|invoiced|393141|66|393102|2007-03-22 16:30:16|40
f|15270|11.00|5951|invoiced|393161|66|393142|2007-03-22 17:11:07|20
f|14235|11.00|670|invoiced|353335|66|353284|2005-11-15 15:52:31|52
f|14337|11.00|673|invoiced|358207|66|358160|2006-01-12 16:42:52|48
f|14597|11.00|745|invoiced|365947|66|365908|2006-04-26 11:15:23|40
f|14667|11.00|673|invoiced|368509|66|368462|2006-05-24 11:47:47|48
f|14836|11.00|694|invoiced|376301|66|376202|2006-08-31 17:05:43|100
f|14950|11.00|755|invoiced|379269|66|378870|2006-10-12 14:16:15|400
f|15033|11.00|742|invoiced|382959|66|382860|2006-11-17 12:03:57|100
f|15159|11.00|745|invoiced|388215|66|388176|2007-01-25 14:39:56|40
f|15279|11.00|732|invoiced|393261|66|393162|2007-03-27 09:55:18|100
f|15358|11.00|753|invoiced|395609|66|395558|2007-04-24 16:27:30|52
f|14237|11.00|756|invoiced|353435|66|353336|2005-11-17 14:13:38|100
f|14338|11.00|754|invoiced|358307|66|358208|2006-01-13 10:38:32|100
f|14668|11.00|758|invoiced|368609|66|368510|2006-05-30 12:55:46|100
f|14852|11.00|762|invoiced|376501|66|376302|2006-09-04 10:41:42|200
f|14951|11.00|694|invoiced|379369|66|379270|2006-10-13 09:46:55|100
f|15038|11.00|667|invoiced|383059|66|382960|2006-11-21 10:10:10|100
f|15160|11.00|754|invoiced|388415|66|388216|2007-01-25 14:41:12|200
f|15280|11.00|671|invoiced|393361|66|393262|2007-03-27 10:30:33|100
f|14339|11.00|731|invoiced|358407|66|358308|2006-01-13 10:45:14|100
f|15364|11.00|719|invoiced|395669|66|395610|2007-04-27 09:16:38|60
f|14853|11.00|698|invoiced|376553|66|376502|2006-09-04 11:02:21|52
f|15045|11.00||invoiced|383459|66|383060|2006-11-23 14:59:36|400
f|14350|11.00|699|invoiced|358607|66|358408|2006-01-16 09:27:30|200
f|14669|11.00|756|invoiced|368709|66|368610|2006-05-30 16:25:39|100
f|14854|11.00|719|invoiced|376605|66|376554|2006-09-05 15:57:41|52
f|14961|11.00|700|invoiced|379469|66|379370|2006-10-16 10:47:09|100
f|15162|11.00|759|invoiced|388715|66|388416|2007-01-25 15:41:09|300
f|15383|11.00|694|invoiced|395869|66|395670|2007-05-03 17:08:10|200
f|14351|11.00|696|invoiced|359007|66|358608|2006-01-16 09:41:27|400
f|14245|11.00|759|invoiced|353735|66|353436|2005-11-21 11:14:31|300
f|14353|11.00|698|invoiced|359059|66|359008|2006-01-17 16:22:09|52
f|14670|11.00|732|invoiced|368809|66|368710|2006-05-30 17:00:54|100
f|14855|11.00|678|invoiced|376905|66|376606|2006-09-06 11:14:06|300
f|14962|11.00|761|invoiced|379549|66|379470|2006-10-17 14:06:19|80
f|15046|11.00|760|invoiced|383859|66|383460|2006-11-23 15:43:36|400
f|15163|11.00|698|invoiced|388767|66|388716|2007-01-29 14:19:50|52
f|15384|11.00|756|invoiced|395969|66|395870|2007-05-04 09:38:19|100
f|14246|11.00|697|invoiced|354035|66|353736|2005-11-22 13:20:27|300
f|14259|11.00|729|invoiced|354135|66|354036|2005-11-24 14:13:35|100
f|14354|11.00|708|invoiced|359079|66|359060|2006-01-17 16:22:57|20
f|14671|11.00|697|invoiced|369109|66|368810|2006-05-31 10:00:16|300
f|14862|11.00|756|invoiced|377005|66|376906|2006-09-08 12:09:11|100
f|14969|11.00|759|invoiced|379849|66|379550|2006-10-19 13:17:16|300
f|15047|11.00|756|invoiced|383959|66|383860|2006-11-24 09:29:04|100
f|15164|11.00|673|invoiced|388815|66|388768|2007-01-30 17:24:49|48
f|15388|11.00|696|invoiced|396369|66|395970|2007-05-07 13:38:00|400
f|14863|11.00|699|invoiced|377105|66|377006|2006-09-08 12:17:44|100
f|14261|11.00|764|invoiced|354235|66|354136|2005-11-24 15:04:24|100
f|14361|11.00|678|invoiced|359379|66|359080|2006-01-19 12:00:26|300
f|14681|11.00|694|invoiced|369209|66|369110|2006-06-01 12:43:51|100
f|14970|11.00|678|invoiced|380149|66|379850|2006-10-19 15:56:16|300
f|15052|11.00|749|invoiced|384159|66|383960|2006-11-27 12:38:19|200
f|15389|11.00|674|invoiced|396669|66|396370|2007-05-07 14:24:04|300
f|14262|11.00|671|invoiced|354335|66|354236|2005-11-25 10:00:53|100
f|14363|11.00|717|invoiced|359479|66|359380|2006-01-24 14:48:51|100
f|14682|11.00|720|invoiced|369261|66|369210|2006-06-01 16:25:45|52
f|14971|11.00|764|invoiced|380449|66|380150|2006-10-20 15:44:50|300
f|15069|11.00|744|invoiced|384259|66|384160|2006-12-04 16:34:15|100
f|15391|11.00|750|invoiced|396969|66|396670|2007-05-08 16:19:58|300
f|14364|11.00|751|invoiced|359559|66|359480|2006-01-24 14:50:58|80
f|14263|11.00|678|invoiced|354735|66|354336|2005-11-25 11:11:33|400
f|14372|11.00|732|invoiced|359659|66|359560|2006-01-31 16:10:29|100
f|14698|11.00|678|invoiced|369561|66|369262|2006-06-08 16:23:36|300
f|14973|11.00|762|invoiced|380649|66|380450|2006-10-23 11:20:18|200
f|15070|11.00|748|invoiced|384359|66|384260|2006-12-04 16:45:59|100
f|15392|11.00|698|invoiced|397021|66|396970|2007-05-09 10:28:24|52
f|14373|11.00|758|invoiced|359759|66|359660|2006-01-31 16:25:56|100
f|14384|11.00|756|invoiced|359859|66|359760|2006-02-03 10:26:59|100
f|14699|11.00|717|invoiced|369661|66|369562|2006-06-09 09:41:54|100
f|15071|11.00|696|invoiced|384759|66|384360|2006-12-06 12:24:30|400
f|14700|11.00|729|invoiced|369781|66|369662|2006-06-09 09:48:31|120
f|14701|11.00|764|invoiced|369881|66|369782|2006-06-09 09:55:13|100
f|15393|11.00|763|invoiced|397053|66|397022|2007-05-09 10:44:47|32
f|14390|11.00|711|invoiced|359959|66|359860|2006-02-08 11:45:35|100
f|14702|11.00|745|invoiced|369921|66|369882|2006-06-09 10:34:49|40
f|15073|11.00|720|invoiced|384811|66|384760|2006-12-07 16:58:18|52
f|15416|11.00|748|invoiced|397153|66|397054|2007-05-15 08:19:10|100
f|15074|11.00|745|invoiced|384851|66|384812|2006-12-07 17:01:41|40
f|15417|11.00|711|invoiced|397253|66|397154|2007-05-15 09:41:10|100
f|14395|11.00|743|invoiced|360159|66|359960|2006-02-09 13:12:35|200
f|14707|11.00|760|invoiced|370321|66|369922|2006-06-12 14:20:22|400
f|15075|11.00|701|invoiced|384911|66|384852|2006-12-08 11:49:29|60
f|15418|11.00|744|invoiced|397453|66|397254|2007-05-15 14:17:33|200
f|14398|11.00|674|invoiced|360459|66|360160|2006-02-09 15:20:20|300
f|14719|11.00|701|invoiced|370381|66|370322|2006-06-19 15:23:34|60
f|15076|11.00|694|invoiced|385011|66|384912|2006-12-08 11:56:49|100
f|15420|11.00|760|invoiced|397853|66|397454|2007-05-15 16:50:45|400
f|14720|11.00|714|invoiced|370481|66|370382|2006-06-19 15:34:20|100
f|14401|11.00|720|invoiced|360511|66|360460|2006-02-13 10:05:51|52
f|14722|11.00|698|invoiced|370533|66|370482|2006-06-20 10:36:00|52
f|15080|11.00|670|invoiced|385059|66|385012|2006-12-11 10:37:46|48
f|14402|11.00|759|invoiced|360811|66|360512|2006-02-15 14:00:48|300
f|14723|11.00|675|invoiced|370833|66|370534|2006-06-20 15:16:14|300
f|15083|11.00|674|invoiced|385359|66|385060|2006-12-13 15:11:07|300
f|14404|11.00|753|invoiced|360861|66|360812|2006-02-15 14:26:17|50
f|14405|11.00|726|invoiced|360961|66|360862|2006-02-15 14:29:28|100
f|14730|11.00|673|invoiced|370933|66|370834|2006-06-23 15:42:29|100
f|15090|11.00|714|invoiced|385459|66|385360|2006-12-18 09:36:02|100
f|14406|11.00|761|invoiced|361009|66|360962|2006-02-15 14:40:29|48
f|14430|11.00|745|invoiced|361049|66|361010|2006-02-20 16:07:53|40
f|14731|11.00|696|invoiced|371333|66|370934|2006-06-26 13:35:26|400
f|15091|11.00|732|invoiced|385659|66|385460|2006-12-18 16:07:03|200
f|14431|11.00|744|invoiced|361149|66|361050|2006-02-20 16:11:36|100
f|14733|11.00|763|invoiced|371365|66|371334|2006-06-28 12:22:42|32
f|14734|11.00|674|invoiced|371665|66|371366|2006-06-28 13:04:48|300
f|14735|11.00|742|invoiced|371765|66|371666|2006-06-28 13:55:16|100
f|14736|11.00|678|invoiced|372165|66|371766|2006-06-28 14:01:08|400
f|14432|11.00|691|invoiced|361189|66|361150|2006-02-22 10:31:13|40
f|14738|11.00|731|invoiced|372265|66|372166|2006-06-29 12:27:35|100
f|14434|11.00|696|invoiced|361689|66|361290|2006-02-22 12:15:15|400
f|14433|11.00|754|invoiced|361289|66|361190|2006-02-22 10:39:05|100
f|14740|11.00|756|invoiced|372365|66|372266|2006-06-30 12:26:58|100
f|14742|11.00|731|invoiced|372569|66|372470|2006-06-30 14:04:32|100
f|14442|11.00|678|invoiced|361989|66|361690|2006-02-24 09:21:44|300
f|14741|11.00|720|invoiced|372469|66|372366|2006-06-30 13:53:48|104
f|14443|11.00|742|invoiced|362089|66|361990|2006-02-24 09:35:08|100
f|14444|11.00|715|invoiced|362289|66|362090|2006-02-24 09:46:35|200
f|14762|11.00|713|invoiced|372629|66|372570|2006-07-06 13:41:48|60
f|14763|11.00|744|invoiced|372729|66|372630|2006-07-06 14:24:49|100
f|14767|11.00|743|invoiced|372929|66|372730|2006-07-07 13:15:55|200
f|14768|11.00|711|invoiced|373129|66|372930|2006-07-07 13:33:12|200
f|14777|11.00|754|invoiced|373329|66|373130|2006-07-13 14:16:54|200
||372.00||paid|95554|66|95455|1995-08-30 00:00:00|100
||372.00||paid|95936|66|95887|1995-09-04 00:00:00|50
||372.00|705|paid|95886|66|95857|1995-09-04 00:00:00|30
||372.00|695|paid|95846|66|95783|1991-01-11 00:00:00|64
||372.00|679|paid|95856|66|95757|1995-08-31 00:00:00|100
||372.00|744|paid|95756|66|95657|1995-08-31 00:00:00|100
||372.00|714|paid|95656|66|95557|1995-08-31 00:00:00|100
||372.00|672|paid|95556|66|95555|1995-08-30 00:00:00|2
||372.00|742|paid|95454|66|95405|1995-08-30 00:00:00|50
||372.00|717|paid|95404|66|95205|1995-08-25 00:00:00|200
||372.00|686|paid|95204|66|95105|1995-08-25 00:00:00|100
||372.00|675|paid|95104|66|94805|1995-08-24 00:00:00|300
||372.00|666|paid|901049|66|901000|1992-10-19 00:00:00|50
||372.00|666|paid|900999|66|900000|1991-02-05 00:00:00|1000
|9692|11.00|698|paid|351671|66|351620|2005-10-21 16:43:38|52
|9680|11.00|699|paid|351619|66|351470|2005-10-21 11:57:44|150
|9668|11.00|708|paid|351469|66|351450|2005-10-21 11:57:26|20
|9656|11.00|756|paid|351449|66|351350|2005-10-21 11:57:05|100
|9644|11.00|724|paid|351349|66|351250|2005-10-21 11:56:33|100
|9632|11.00|696|paid|351249|66|350850|2005-10-19 09:45:05|400
|9620|11.00|717|paid|350849|66|350750|2005-10-19 09:16:25|100
|9608|11.00|674|paid|350749|66|350450|2005-10-17 15:31:41|300
|9596|11.00|748|paid|350449|66|350350|2005-10-17 15:31:17|100
|9584|11.00|758|paid|350349|66|350250|2005-10-17 15:30:56|100
|9572|11.00|711|paid|350249|66|350102|2005-10-14 10:36:51|148
|9560|11.00|754|paid|350101|66|350002|2005-10-14 10:35:13|100
|9548|11.00|731|paid|350001|66|349902|2005-10-14 10:34:52|100
|9536|11.00|753|paid|349901|66|349802|2005-10-07 11:30:10|100
|9524|11.00|712|paid|349801|66|349702|2005-10-06 11:25:45|100
|9512|11.00|763|paid|349701|66|349670|2005-10-05 10:48:54|32
|9500|11.00|678|paid|349669|66|349370|2005-10-05 09:19:34|300
|9488|11.00|691|paid|349369|66|349330|2005-10-04 16:17:36|40
|9273|11.00||paid|346921|66|346722|2005-09-05 10:45:13|200
|9381|11.00||paid|348425|66|348026|2005-09-22 13:21:57|400
|9476|11.00|756|paid|349329|66|349230|2005-09-30 10:53:02|100
|9465|11.00|714|paid|349229|66|349130|2005-09-28 15:35:32|100
|9453|11.00|713|paid|349129|66|349070|2005-09-28 15:34:58|60
|9441|11.00|748|paid|349069|66|349030|2005-09-23 14:12:12|40
|9429|11.00|750|paid|349029|66|348730|2005-09-23 13:49:16|300
|9417|11.00|754|paid|348729|66|348530|2005-09-22 14:19:00|200
|9405|11.00|673|paid|348529|66|348478|2005-09-22 14:18:32|52
|9393|11.00|720|paid|348477|66|348426|2005-09-22 14:18:19|52
|9369|11.00|749|paid|348025|66|347826|2005-09-14 11:52:54|200
|9357|11.00|669|paid|347825|66|347774|2005-09-14 11:52:31|52
|9345|11.00|696|paid|347773|66|347374|2005-09-13 09:27:02|400
|9333|11.00|726|paid|347373|66|347274|2005-09-13 09:02:56|100
|9321|11.00|754|paid|347273|66|347174|2005-09-09 12:02:23|100
|9309|11.00|764|paid|347173|66|347122|2005-09-09 12:02:05|52
|9297|11.00|756|paid|347121|66|347022|2005-09-09 12:01:46|100
|9285|11.00|667|paid|347021|66|346922|2005-09-05 11:29:55|100
|9261|11.00|675|paid|346721|66|346422|2005-09-02 10:04:55|300
|9249|11.00|678|paid|346421|66|346122|2005-09-01 11:35:25|300
|9237|11.00|755|paid|346121|66|345922|2005-09-01 11:20:54|200
