id,name,bid_id:id,lot_id:id,price,call
bid_line49,,auction_db.bid18,auction_db.lot_unknown,50,f
bid_line50,,auction_db.bid18,auction_db.lot_unknown,30,f
bid_line52,,auction_db.bid20,auction_db.lot_unknown,210,f
bid_line53,,auction_db.bid21,auction_db.lot_unknown,40,f
bid_line54,,auction_db.bid21,auction_db.lot_unknown,70,f
bid_line55,,auction_db.bid21,auction_db.lot_unknown,70,f
bid_line56,,auction_db.bid21,auction_db.lot_unknown,30,f
bid_line57,,auction_db.bid21,auction_db.lot_unknown,35,f
bid_line58,,auction_db.bid21,auction_db.lot_unknown,40,f
bid_line62,,auction_db.bid24,auction_db.lot_unknown,20,f
bid_line63,,auction_db.bid24,auction_db.lot_unknown,10,f
bid_line67,,auction_db.bid26,auction_db.lot_unknown,25,f
bid_line68,,auction_db.bid26,auction_db.lot_unknown,40,f
bid_line69,,auction_db.bid26,auction_db.lot_unknown,25,f
bid_line71,,auction_db.bid26,auction_db.lot_unknown,35,f
bid_line72,,auction_db.bid26,auction_db.lot_unknown,50,f
bid_line73,,auction_db.bid26,auction_db.lot_unknown,20,f
bid_line74,,auction_db.bid26,auction_db.lot_unknown,15,f
bid_line75,,auction_db.bid26,auction_db.lot_unknown,150,f
bid_line77,,auction_db.bid26,auction_db.lot_unknown,30,f
bid_line78,,auction_db.bid26,auction_db.lot_unknown,15,f
bid_line79,,auction_db.bid26,auction_db.lot_unknown,15,f
bid_line80,,auction_db.bid26,auction_db.lot_unknown,30,f
bid_line84,,auction_db.bid28,auction_db.lot_unknown,105,f
bid_line85,,auction_db.bid28,auction_db.lot_unknown,36,f
bid_line86,,auction_db.bid28,auction_db.lot_unknown,52,f
bid_line92,,auction_db.bid32,auction_db.lot_unknown,60,f
bid_line93,,auction_db.bid32,auction_db.lot_unknown,60,f
bid_line94,,auction_db.bid32,auction_db.lot_unknown,45,f
bid_line114,,auction_db.bid39,auction_db.lot_unknown,15,f
bid_line115,,auction_db.bid39,auction_db.lot_unknown,10,f
bid_line116,,auction_db.bid39,auction_db.lot_unknown,30,f
bid_line117,,auction_db.bid39,auction_db.lot_unknown,40,f
bid_line118,,auction_db.bid39,auction_db.lot_unknown,300,f
bid_line119,,auction_db.bid40,auction_db.lot_unknown,225,f
bid_line120,,auction_db.bid40,auction_db.lot_unknown,250,f
bid_line121,,auction_db.bid41,auction_db.lot_unknown,110,f
bid_line122,,auction_db.bid42,auction_db.lot_unknown,35,f
bid_line123,,auction_db.bid42,auction_db.lot_unknown,30,f
bid_line127,,auction_db.bid45,auction_db.lot_unknown,,f
bid_line128,,auction_db.bid46,auction_db.lot_unknown,100,f
bid_line129,,auction_db.bid46,auction_db.lot_unknown,30,f
bid_line134,,auction_db.bid48,auction_db.lot_unknown,65,f
bid_line135,,auction_db.bid48,auction_db.lot_unknown,35,f
bid_line156,,auction_db.bid54,auction_db.lot_unknown,30,f
bid_line157,,auction_db.bid55,auction_db.lot_unknown,75,f
bid_line163,,auction_db.bid60,auction_db.lot_unknown,55,f
bid_line171,,auction_db.bid62,auction_db.lot_unknown,,t
bid_line172,,auction_db.bid62,auction_db.lot_unknown,,t
bid_line173,,auction_db.bid62,auction_db.lot_unknown,,t
bid_line174,,auction_db.bid62,auction_db.lot_unknown,,t
bid_line175,,auction_db.bid62,auction_db.lot_unknown,,t
bid_line176,,auction_db.bid62,auction_db.lot_unknown,,t
bid_line177,,auction_db.bid62,auction_db.lot_unknown,,t
bid_line178,,auction_db.bid62,auction_db.lot_unknown,,t
bid_line179,,auction_db.bid63,auction_db.lot_unknown,20,f
bid_line180,,auction_db.bid64,auction_db.lot_unknown,85,f
bid_line59,,auction_db.bid22,auction_db.lot_unknown,85,f
bid_line60,,auction_db.bid22,auction_db.lot_unknown,35,f
bid_line81,,auction_db.bid27,auction_db.lot_unknown,40,f
bid_line82,,auction_db.bid27,auction_db.lot_unknown,40,f
bid_line83,,auction_db.bid27,auction_db.lot_unknown,25,f
bid_line87,,auction_db.bid29,auction_db.lot_unknown,65,f
bid_line95,,auction_db.bid33,auction_db.lot_unknown,50,f
bid_line96,,auction_db.bid33,auction_db.lot_unknown,50,f
bid_line97,,auction_db.bid33,auction_db.lot_unknown,25,f
bid_line98,,auction_db.bid34,auction_db.lot_unknown,50,f
bid_line111,,auction_db.bid37,auction_db.lot_unknown,250,f
bid_line112,,auction_db.bid38,auction_db.lot_unknown,150,f
bid_line113,,auction_db.bid38,auction_db.lot_unknown,100,f
bid_line138,,auction_db.bid50,auction_db.lot_unknown,110,f
bid_line139,,auction_db.bid50,auction_db.lot_unknown,85,f
bid_line140,,auction_db.bid51,auction_db.lot_unknown,,t
bid_line141,,auction_db.bid51,auction_db.lot_unknown,,t
bid_line142,,auction_db.bid51,auction_db.lot_unknown,,t
bid_line143,,auction_db.bid51,auction_db.lot_unknown,,t
bid_line144,,auction_db.bid52,auction_db.lot_unknown,30,f
bid_line145,,auction_db.bid52,auction_db.lot_unknown,50,f
bid_line146,,auction_db.bid52,auction_db.lot_unknown,50,f
bid_line147,,auction_db.bid52,auction_db.lot_unknown,50,f
bid_line148,,auction_db.bid53,auction_db.lot_unknown,40,f
bid_line149,,auction_db.bid53,auction_db.lot_unknown,70,f
bid_line150,,auction_db.bid53,auction_db.lot_unknown,40,f
bid_line151,,auction_db.bid53,auction_db.lot_unknown,80,f
bid_line152,,auction_db.bid53,auction_db.lot_unknown,50,f
bid_line153,,auction_db.bid53,auction_db.lot_unknown,45,f
bid_line154,,auction_db.bid53,auction_db.lot_unknown,55,f
bid_line155,,auction_db.bid53,auction_db.lot_unknown,115,f
bid_line158,,auction_db.bid56,auction_db.lot_unknown,,t
bid_line159,,auction_db.bid57,auction_db.lot_unknown,,t
bid_line160,,auction_db.bid58,auction_db.lot_unknown,35,f
bid_line186,,auction_db.bid65,auction_db.lot_unknown,160,f
bid_line187,,auction_db.bid65,auction_db.lot_unknown,35,f
bid_line188,,auction_db.bid65,auction_db.lot_unknown,20,f
bid_line189,,auction_db.bid65,auction_db.lot_unknown,55,f
bid_line190,,auction_db.bid65,auction_db.lot_unknown,40,f
bid_line191,,auction_db.bid65,auction_db.lot_unknown,75,f
bid_line202,,auction_db.bid68,auction_db.lot_unknown,50,f
bid_line203,,auction_db.bid68,auction_db.lot_unknown,60,f
bid_line217,,auction_db.bid73,auction_db.lot_unknown,30,f
bid_line218,,auction_db.bid73,auction_db.lot_unknown,50,f
bid_line219,,auction_db.bid73,auction_db.lot_unknown,50,f
bid_line61,,auction_db.bid23,auction_db.lot_unknown,85,f
bid_line64,,auction_db.bid25,auction_db.lot_unknown,30,f
bid_line65,,auction_db.bid25,auction_db.lot_unknown,50,f
bid_line66,,auction_db.bid25,auction_db.lot_unknown,30,f
bid_line88,,auction_db.bid30,auction_db.lot_unknown,50,f
bid_line89,,auction_db.bid31,auction_db.lot_unknown,125,f
bid_line90,,auction_db.bid31,auction_db.lot_unknown,125,f
bid_line91,,auction_db.bid31,auction_db.lot_unknown,30,f
bid_line103,,auction_db.bid36,auction_db.lot_unknown,80,f
bid_line104,,auction_db.bid36,auction_db.lot_unknown,35,f
bid_line105,,auction_db.bid36,auction_db.lot_unknown,105,f
bid_line106,,auction_db.bid36,auction_db.lot_unknown,130,f
bid_line107,,auction_db.bid36,auction_db.lot_unknown,12,f
bid_line108,,auction_db.bid36,auction_db.lot_unknown,25,f
bid_line109,,auction_db.bid36,auction_db.lot_unknown,70,f
bid_line110,,auction_db.bid36,auction_db.lot_unknown,70,f
bid_line124,,auction_db.bid43,auction_db.lot_unknown,15,f
bid_line125,,auction_db.bid43,auction_db.lot_unknown,40,f
bid_line126,,auction_db.bid44,auction_db.lot_unknown,200,f
bid_line136,,auction_db.bid49,auction_db.lot_unknown,,t
bid_line137,,auction_db.bid49,auction_db.lot_unknown,,t
bid_line161,,auction_db.bid59,auction_db.lot_unknown,25,f
bid_line162,,auction_db.bid59,auction_db.lot_unknown,35,f
bid_line164,,auction_db.bid61,auction_db.lot_unknown,20,f
bid_line165,,auction_db.bid61,auction_db.lot_unknown,50,f
bid_line166,,auction_db.bid61,auction_db.lot_unknown,30,f
bid_line167,,auction_db.bid61,auction_db.lot_unknown,30,f
bid_line168,,auction_db.bid61,auction_db.lot_unknown,,t
bid_line169,,auction_db.bid61,auction_db.lot_unknown,20,f
bid_line170,,auction_db.bid61,auction_db.lot_unknown,50,f
bid_line192,,auction_db.bid66,auction_db.lot_unknown,40,f
bid_line204,,auction_db.bid69,auction_db.lot_unknown,,t
bid_line205,,auction_db.bid69,auction_db.lot_unknown,,t
bid_line208,,auction_db.bid71,auction_db.lot_unknown,25,f
bid_line209,,auction_db.bid71,auction_db.lot_unknown,20,f
bid_line210,,auction_db.bid71,auction_db.lot_unknown,30,f
bid_line211,,auction_db.bid71,auction_db.lot_unknown,15,f
bid_line212,,auction_db.bid71,auction_db.lot_unknown,10,f
bid_line213,,auction_db.bid71,auction_db.lot_unknown,15,f
bid_line214,,auction_db.bid71,auction_db.lot_unknown,22,f
bid_line215,,auction_db.bid71,auction_db.lot_unknown,30,f
bid_line216,,auction_db.bid72,auction_db.lot_unknown,,t
bid_line221,,auction_db.bid74,auction_db.lot_unknown,,t
bid_line222,,auction_db.bid74,auction_db.lot_unknown,,t
bid_line223,,auction_db.bid74,auction_db.lot_unknown,,t
bid_line225,,auction_db.bid76,auction_db.lot_unknown,100,f
bid_line270,,auction_db.bid82,auction_db.lot_unknown,,t
bid_line271,,auction_db.bid82,auction_db.lot_unknown,,t
bid_line181,,auction_db.bid64,auction_db.lot_unknown,14,f
bid_line182,,auction_db.bid64,auction_db.lot_unknown,20,f
bid_line183,,auction_db.bid64,auction_db.lot_unknown,32,f
bid_line184,,auction_db.bid64,auction_db.lot_unknown,30,f
bid_line185,,auction_db.bid64,auction_db.lot_unknown,30,f
bid_line193,,auction_db.bid67,auction_db.lot_unknown,50,f
bid_line194,,auction_db.bid67,auction_db.lot_unknown,25,f
bid_line195,,auction_db.bid67,auction_db.lot_unknown,25,f
bid_line196,,auction_db.bid67,auction_db.lot_unknown,20,f
bid_line197,,auction_db.bid67,auction_db.lot_unknown,30,f
bid_line198,,auction_db.bid67,auction_db.lot_unknown,60,f
bid_line199,,auction_db.bid67,auction_db.lot_unknown,60,f
bid_line200,,auction_db.bid67,auction_db.lot_unknown,20,f
bid_line201,,auction_db.bid67,auction_db.lot_unknown,30,f
bid_line206,,auction_db.bid70,auction_db.lot_unknown,,t
bid_line207,,auction_db.bid70,auction_db.lot_unknown,,t
bid_line260,,auction_db.bid80,auction_db.lot_unknown,,t
bid_line262,,auction_db.bid80,auction_db.lot_unknown,,t
bid_line263,,auction_db.bid81,auction_db.lot_unknown,20,f
bid_line264,,auction_db.bid81,auction_db.lot_unknown,50,f
bid_line265,,auction_db.bid81,auction_db.lot_unknown,90,f
bid_line266,,auction_db.bid81,auction_db.lot_unknown,30,f
bid_line267,,auction_db.bid81,auction_db.lot_unknown,50,f
bid_line268,,auction_db.bid81,auction_db.lot_unknown,45,f
bid_line269,,auction_db.bid81,auction_db.lot_unknown,,t
bid_line273,,auction_db.bid83,auction_db.lot_unknown,75,f
bid_line220,,auction_db.bid73,auction_db.lot_unknown,50,f
bid_line224,,auction_db.bid75,auction_db.lot_unknown,,t
bid_line226,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line227,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line228,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line229,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line230,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line231,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line232,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line233,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line234,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line235,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line236,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line237,,auction_db.bid77,auction_db.lot_unknown,10,f
bid_line238,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line239,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line240,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line241,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line242,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line243,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line244,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line245,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line246,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line247,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line248,,auction_db.bid77,auction_db.lot_unknown,,t
bid_line249,,auction_db.bid78,auction_db.lot_unknown,,t
bid_line250,,auction_db.bid78,auction_db.lot_unknown,,t
bid_line251,,auction_db.bid78,auction_db.lot_unknown,,t
bid_line252,,auction_db.bid78,auction_db.lot_unknown,,t
bid_line253,,auction_db.bid78,auction_db.lot_unknown,,t
bid_line254,,auction_db.bid78,auction_db.lot_unknown,,t
bid_line256,,auction_db.bid78,auction_db.lot_unknown,,t
bid_line257,,auction_db.bid78,auction_db.lot_unknown,,t
bid_line258,,auction_db.bid78,auction_db.lot_unknown,,t
bid_line259,,auction_db.bid79,auction_db.lot_unknown,,t
bid_line281,,auction_db.bid87,auction_db.lot_unknown,50,f
bid_line282,,auction_db.bid87,auction_db.lot_unknown,50,f
bid_line283,,auction_db.bid87,auction_db.lot_unknown,60,f
bid_line284,,auction_db.bid87,auction_db.lot_unknown,110,f
bid_line285,,auction_db.bid87,auction_db.lot_unknown,30,f
bid_line286,,auction_db.bid87,auction_db.lot_unknown,,t
bid_line287,,auction_db.bid88,auction_db.lot_unknown,30,f
bid_line288,,auction_db.bid88,auction_db.lot_unknown,20,f
bid_line289,,auction_db.bid88,auction_db.lot_unknown,20,f
bid_line290,,auction_db.bid88,auction_db.lot_unknown,,t
bid_line291,,auction_db.bid88,auction_db.lot_unknown,,t
bid_line292,,auction_db.bid88,auction_db.lot_unknown,20,f
bid_line293,,auction_db.bid88,auction_db.lot_unknown,30,f
bid_line294,,auction_db.bid88,auction_db.lot_unknown,35,f
bid_line295,,auction_db.bid88,auction_db.lot_unknown,25,f
bid_line296,,auction_db.bid88,auction_db.lot_unknown,30,f
bid_line297,,auction_db.bid88,auction_db.lot_unknown,30,f
bid_line298,,auction_db.bid89,auction_db.lot_unknown,80,f
bid_line272,,auction_db.bid82,auction_db.lot_unknown,40,f
bid_line274,,auction_db.bid84,auction_db.lot_unknown,,t
bid_line275,,auction_db.bid85,auction_db.lot_unknown,,t
bid_line276,,auction_db.bid86,auction_db.lot_unknown,150,f
bid_line277,,auction_db.bid86,auction_db.lot_unknown,50,f
bid_line278,,auction_db.bid86,auction_db.lot_unknown,100,f
bid_line279,,auction_db.bid86,auction_db.lot_unknown,100,f
bid_line280,,auction_db.bid86,auction_db.lot_unknown,200,f
bid_line301,,auction_db.bid91,auction_db.lot_unknown,,t
bid_line302,,auction_db.bid92,auction_db.lot_unknown,150,f
bid_line305,,auction_db.bid94,auction_db.lot_unknown,,t
bid_line306,,auction_db.bid94,auction_db.lot_unknown,,t
bid_line307,,auction_db.bid94,auction_db.lot_unknown,,t
bid_line308,,auction_db.bid94,auction_db.lot_unknown,,t
bid_line309,,auction_db.bid94,auction_db.lot_unknown,26,f
bid_line310,,auction_db.bid94,auction_db.lot_unknown,42,f
bid_line311,,auction_db.bid94,auction_db.lot_unknown,40,f
bid_line313,,auction_db.bid96,auction_db.lot_unknown,,t
bid_line314,,auction_db.bid96,auction_db.lot_unknown,,t
bid_line299,,auction_db.bid90,auction_db.lot_unknown,,t
bid_line300,,auction_db.bid90,auction_db.lot_unknown,,t
bid_line303,,auction_db.bid93,auction_db.lot_unknown,75,f
bid_line304,,auction_db.bid93,auction_db.lot_unknown,20,f
bid_line315,,auction_db.bid97,auction_db.lot_unknown,,t
bid_line316,,auction_db.bid98,auction_db.lot_unknown,,t
bid_line317,,auction_db.bid99,auction_db.lot_unknown,160,f
bid_line318,,auction_db.bid100,auction_db.lot_unknown,,t
bid_line320,,auction_db.bid102,auction_db.lot_unknown,500,f
bid_line321,,auction_db.bid103,auction_db.lot_unknown,,t
bid_line322,,auction_db.bid103,auction_db.lot_unknown,,t
bid_line325,,auction_db.bid104,auction_db.lot_unknown,6200,f
bid_line326,,auction_db.bid105,auction_db.lot_unknown,150,f
bid_line327,,auction_db.bid106,auction_db.lot_unknown,,t
bid_line328,,auction_db.bid106,auction_db.lot_unknown,,t
bid_line330,,auction_db.bid108,auction_db.lot_unknown,,t
bid_line331,,auction_db.bid109,auction_db.lot_unknown,250,f
bid_line332,,auction_db.bid109,auction_db.lot_unknown,1000,f
bid_line333,,auction_db.bid110,auction_db.lot_unknown,550,f
bid_line334,,auction_db.bid110,auction_db.lot_unknown,200,f
bid_line335,,auction_db.bid110,auction_db.lot_unknown,2500,f
bid_line336,,auction_db.bid111,auction_db.lot_unknown,,t
bid_line337,,auction_db.bid101,auction_db.lot_unknown,,t
bid_line338,,auction_db.bid101,auction_db.lot_unknown,,t
bid_line339,,auction_db.bid112,auction_db.lot_unknown,300,f
bid_line340,,auction_db.bid113,auction_db.lot_unknown,35,f
bid_line341,,auction_db.bid113,auction_db.lot_unknown,25,f
bid_line342,,auction_db.bid113,auction_db.lot_unknown,60,f
bid_line343,,auction_db.bid113,auction_db.lot_unknown,40,f
bid_line344,,auction_db.bid114,auction_db.lot_unknown,160,f
bid_line345,,auction_db.bid115,auction_db.lot_unknown,300,f
bid_line346,,auction_db.bid116,auction_db.lot_unknown,60,f
bid_line347,,auction_db.bid116,auction_db.lot_unknown,300,f
bid_line348,,auction_db.bid116,auction_db.lot_unknown,220,f
bid_line349,,auction_db.bid117,auction_db.lot_unknown,50,f
bid_line350,,auction_db.bid118,auction_db.lot_unknown,820,f
bid_line351,,auction_db.bid119,auction_db.lot_unknown,,t
bid_line352,,auction_db.bid119,auction_db.lot_unknown,,t
bid_line353,,auction_db.bid119,auction_db.lot_unknown,,t
bid_line354,,auction_db.bid119,auction_db.lot_unknown,,t
bid_line355,,auction_db.bid119,auction_db.lot_unknown,,t
bid_line356,,auction_db.bid119,auction_db.lot_unknown,,t
bid_line357,,auction_db.bid119,auction_db.lot_unknown,,t
bid_line358,,auction_db.bid120,auction_db.lot_unknown,500,f
bid_line359,,auction_db.bid120,auction_db.lot_unknown,100,f
bid_line361,,auction_db.bid120,auction_db.lot_unknown,800,f
bid_line362,,auction_db.bid120,auction_db.lot_unknown,200,f
bid_line363,,auction_db.bid120,auction_db.lot_unknown,600,f
bid_line364,,auction_db.bid120,auction_db.lot_unknown,200,f
bid_line365,,auction_db.bid120,auction_db.lot_unknown,150,f
bid_line366,,auction_db.bid120,auction_db.lot_unknown,10,f
bid_line367,,auction_db.bid120,auction_db.lot_unknown,10,f
bid_line368,,auction_db.bid120,auction_db.lot_unknown,15,f
bid_line369,,auction_db.bid120,auction_db.lot_unknown,300,f
bid_line370,,auction_db.bid120,auction_db.lot_unknown,70,f
bid_line371,,auction_db.bid120,auction_db.lot_unknown,80,f
bid_line384,,auction_db.bid128,auction_db.lot_unknown,,t
bid_line386,,auction_db.bid130,auction_db.lot_unknown,,t
bid_line390,,auction_db.bid133,auction_db.lot_unknown,,t
bid_line391,,auction_db.bid133,auction_db.lot_unknown,,t
bid_line392,,auction_db.bid133,auction_db.lot_unknown,,t
bid_line393,,auction_db.bid133,auction_db.lot_unknown,,t
bid_line394,,auction_db.bid133,auction_db.lot_unknown,,t
bid_line395,,auction_db.bid133,auction_db.lot_unknown,,t
bid_line397,,auction_db.bid133,auction_db.lot_unknown,,t
bid_line398,,auction_db.bid133,auction_db.lot_unknown,,t
bid_line399,,auction_db.bid133,auction_db.lot_unknown,,t
bid_line400,,auction_db.bid133,auction_db.lot_unknown,,t
bid_line401,,auction_db.bid133,auction_db.lot_unknown,,t
bid_line402,,auction_db.bid133,auction_db.lot_unknown,,t
bid_line403,,auction_db.bid133,auction_db.lot_unknown,,t
bid_line404,,auction_db.bid133,auction_db.lot_unknown,,t
bid_line405,,auction_db.bid134,auction_db.lot_unknown,,t
bid_line406,,auction_db.bid134,auction_db.lot_unknown,,t
bid_line407,,auction_db.bid134,auction_db.lot_unknown,,t
bid_line408,,auction_db.bid134,auction_db.lot_unknown,,t
bid_line409,,auction_db.bid134,auction_db.lot_unknown,,t
bid_line410,,auction_db.bid134,auction_db.lot_unknown,,t
bid_line411,,auction_db.bid134,auction_db.lot_unknown,,t
bid_line412,,auction_db.bid134,auction_db.lot_unknown,,t
bid_line422,,auction_db.bid138,auction_db.lot_unknown,,t
bid_line426,,auction_db.bid140,auction_db.lot_unknown,,t
bid_line427,,auction_db.bid140,auction_db.lot_unknown,,t
bid_line428,,auction_db.bid140,auction_db.lot_unknown,,t
bid_line429,,auction_db.bid140,auction_db.lot_unknown,,t
bid_line430,,auction_db.bid140,auction_db.lot_unknown,,t
bid_line431,,auction_db.bid140,auction_db.lot_unknown,,t
bid_line432,,auction_db.bid141,auction_db.lot_unknown,30,f
bid_line433,,auction_db.bid141,auction_db.lot_unknown,40,f
bid_line434,,auction_db.bid141,auction_db.lot_unknown,50,f
bid_line435,,auction_db.bid141,auction_db.lot_unknown,20,f
bid_line446,,auction_db.bid147,auction_db.lot_unknown,200,f
bid_line448,,auction_db.bid149,auction_db.lot_unknown,185,f
bid_line450,,auction_db.bid151,auction_db.lot_unknown,350,f
bid_line456,,auction_db.bid153,auction_db.lot_unknown,,t
bid_line457,,auction_db.bid153,auction_db.lot_unknown,,t
bid_line458,,auction_db.bid153,auction_db.lot_unknown,,t
bid_line459,,auction_db.bid154,auction_db.lot_unknown,250,f
bid_line460,,auction_db.bid154,auction_db.lot_unknown,1000,f
bid_line462,,auction_db.bid156,auction_db.lot_unknown,600,f
bid_line463,,auction_db.bid156,auction_db.lot_unknown,3200,f
bid_line464,,auction_db.bid156,auction_db.lot_unknown,1900,f
bid_line465,,auction_db.bid156,auction_db.lot_unknown,400,f
bid_line466,,auction_db.bid156,auction_db.lot_unknown,150,f
bid_line467,,auction_db.bid156,auction_db.lot_unknown,350,f
bid_line372,,auction_db.bid121,auction_db.lot_unknown,400,f
bid_line374,,auction_db.bid123,auction_db.lot_unknown,150,f
bid_line375,,auction_db.bid123,auction_db.lot_unknown,,t
bid_line376,,auction_db.bid124,auction_db.lot_unknown,,t
bid_line383,,auction_db.bid127,auction_db.lot_unknown,,t
bid_line385,,auction_db.bid129,auction_db.lot_unknown,,t
bid_line416,,auction_db.bid136,auction_db.lot_unknown,,t
bid_line417,,auction_db.bid136,auction_db.lot_unknown,400,f
bid_line418,,auction_db.bid136,auction_db.lot_unknown,180,f
bid_line419,,auction_db.bid137,auction_db.lot_unknown,300,f
bid_line420,,auction_db.bid137,auction_db.lot_unknown,400,f
bid_line421,,auction_db.bid137,auction_db.lot_unknown,50,f
bid_line423,,auction_db.bid139,auction_db.lot_unknown,,t
bid_line424,,auction_db.bid139,auction_db.lot_unknown,,t
bid_line425,,auction_db.bid139,auction_db.lot_unknown,,t
bid_line449,,auction_db.bid150,auction_db.lot_unknown,,t
bid_line461,,auction_db.bid155,auction_db.lot_unknown,200,f
bid_line471,,auction_db.bid158,auction_db.lot_unknown,100,f
bid_line472,,auction_db.bid159,auction_db.lot_unknown,60,f
bid_line473,,auction_db.bid159,auction_db.lot_unknown,120,f
bid_line474,,auction_db.bid160,auction_db.lot_unknown,100,f
bid_line476,,auction_db.bid162,auction_db.lot_unknown,,t
bid_line478,,auction_db.bid164,auction_db.lot_unknown,180,f
bid_line480,,auction_db.bid164,auction_db.lot_unknown,240,f
bid_line481,,auction_db.bid164,auction_db.lot_unknown,28,f
bid_line482,,auction_db.bid164,auction_db.lot_unknown,200,f
bid_line527,,auction_db.bid173,auction_db.lot_unknown,,t
bid_line530,,auction_db.bid175,auction_db.lot_unknown,250,f
bid_line534,,auction_db.bid177,auction_db.lot_unknown,500,f
bid_line544,,auction_db.bid179,auction_db.lot_unknown,120,f
bid_line546,,auction_db.bid181,auction_db.lot_unknown,30,f
bid_line373,,auction_db.bid122,auction_db.lot_unknown,100,f
bid_line377,,auction_db.bid125,auction_db.lot_unknown,,t
bid_line378,,auction_db.bid125,auction_db.lot_unknown,,t
bid_line379,,auction_db.bid126,auction_db.lot_unknown,,t
bid_line380,,auction_db.bid126,auction_db.lot_unknown,,t
bid_line381,,auction_db.bid126,auction_db.lot_unknown,,t
bid_line382,,auction_db.bid126,auction_db.lot_unknown,,t
bid_line387,,auction_db.bid131,auction_db.lot_unknown,,t
bid_line413,,auction_db.bid135,auction_db.lot_unknown,,t
bid_line414,,auction_db.bid135,auction_db.lot_unknown,,t
bid_line415,,auction_db.bid135,auction_db.lot_unknown,,t
bid_line436,,auction_db.bid142,auction_db.lot_unknown,,t
bid_line437,,auction_db.bid142,auction_db.lot_unknown,,t
bid_line438,,auction_db.bid142,auction_db.lot_unknown,,t
bid_line439,,auction_db.bid142,auction_db.lot_unknown,,t
bid_line440,,auction_db.bid142,auction_db.lot_unknown,,t
bid_line441,,auction_db.bid143,auction_db.lot_unknown,500,f
bid_line442,,auction_db.bid144,auction_db.lot_unknown,3000,f
bid_line443,,auction_db.bid145,auction_db.lot_unknown,1600,f
bid_line444,,auction_db.bid145,auction_db.lot_unknown,190,f
