"id","factor_id:id","item_id:id"
155,"F154","item_openerp"
156,"F155","item_openerp"
157,"F156","item_openerp"
158,"F157","item_openerp"
159,"F158","item_openerp"
160,"F159","item_openerp"
161,"F160","item_openerp"
162,"F161","item_openerp"
163,"F162","item_openerp"
164,"F163","item_openerp"
165,"F164","item_openerp"
166,"F165","item_openerp"
167,"F166","item_openerp"
168,"F167","item_openerp"
169,"F168","item_openerp"
170,"F169","item_openerp"
171,"F170","item_openerp"
172,"F171","item_openerp"
173,"F172","item_openerp"
174,"F173","item_openerp"
175,"F174","item_openerp"
176,"F175","item_openerp"
177,"F176","item_openerp"
178,"F177","item_openerp"
179,"F178","item_openerp"
180,"F179","item_openerp"
181,"F180","item_openerp"
182,"F181","item_openerp"
183,"F182","item_openerp"
184,"F183","item_openerp"
185,"F184","item_openerp"
186,"F185","item_openerp"
187,"F186","item_openerp"
188,"F187","item_openerp"
189,"F188","item_openerp"
190,"F189","item_openerp"
191,"F190","item_openerp"
192,"F191","item_openerp"
193,"F192","item_openerp"
194,"F193","item_openerp"
195,"F194","item_openerp"
196,"F195","item_openerp"
197,"F196","item_openerp"
198,"F197","item_openerp"
199,"F198","item_openerp"
200,"F199","item_openerp"
201,"F200","item_openerp"
202,"F201","item_openerp"
203,"F202","item_openerp"
204,"F203","item_openerp"
205,"F204","item_openerp"
206,"F205","item_openerp"
207,"F206","item_openerp"
208,"F207","item_openerp"
209,"F208","item_openerp"
210,"F209","item_openerp"
211,"F210","item_openerp"
212,"F211","item_openerp"
213,"F212","item_openerp"
214,"F213","item_openerp"
215,"F214","item_openerp"
216,"F215","item_openerp"
217,"F216","item_openerp"
218,"F217","item_openerp"
219,"F218","item_openerp"
220,"F219","item_openerp"
221,"F220","item_openerp"
222,"F221","item_openerp"
223,"F222","item_openerp"
224,"F223","item_openerp"
225,"F224","item_openerp"
226,"F225","item_openerp"
227,"F226","item_openerp"
228,"F227","item_openerp"
229,"F228","item_openerp"
230,"F229","item_openerp"
231,"F230","item_openerp"
232,"F231","item_openerp"
233,"F232","item_openerp"
234,"F233","item_openerp"
235,"F234","item_openerp"
236,"F235","item_openerp"
237,"F236","item_openerp"
238,"F237","item_openerp"
239,"F238","item_openerp"
240,"F239","item_openerp"
241,"F240","item_openerp"
242,"F241","item_openerp"
243,"F242","item_openerp"
244,"F243","item_openerp"
245,"F244","item_openerp"
246,"F245","item_openerp"
247,"F246","item_openerp"
248,"F247","item_openerp"
249,"F248","item_openerp"
250,"F249","item_openerp"
251,"F250","item_openerp"
252,"F251","item_openerp"
253,"F252","item_openerp"
254,"F253","item_openerp"
255,"F254","item_openerp"
256,"F255","item_openerp"
257,"F256","item_openerp"
258,"F257","item_openerp"
259,"F258","item_openerp"
260,"F259","item_openerp"
261,"F260","item_openerp"
262,"F261","item_openerp"
263,"F262","item_openerp"
264,"F263","item_openerp"
265,"F264","item_openerp"
266,"F265","item_openerp"
267,"F266","item_openerp"
268,"F267","item_openerp"
269,"F268","item_openerp"
270,"F269","item_openerp"
271,"F270","item_openerp"
272,"F271","item_openerp"
273,"F273","item_openerp"
274,"F274","item_openerp"
275,"F275","item_openerp"
276,"F276","item_openerp"
277,"F277","item_openerp"
278,"F278","item_openerp"
279,"F279","item_openerp"
280,"F280","item_openerp"
281,"F281","item_openerp"
282,"F282","item_openerp"
283,"F283","item_openerp"
284,"F284","item_openerp"
285,"F285","item_openerp"
286,"F286","item_openerp"
287,"F287","item_openerp"
288,"F288","item_openerp"
289,"F289","item_openerp"
290,"F290","item_openerp"
291,"F291","item_openerp"
292,"F292","item_openerp"
293,"F293","item_openerp"
294,"F294","item_openerp"
295,"F295","item_openerp"
296,"F296","item_openerp"
297,"F297","item_openerp"
298,"F298","item_openerp"
299,"F299","item_openerp"
300,"F300","item_openerp"
301,"F301","item_openerp"
302,"F302","item_openerp"
303,"F303","item_openerp"
304,"F304","item_openerp"
305,"F305","item_openerp"
306,"F306","item_openerp"
307,"F307","item_openerp"
308,"F308","item_openerp"
309,"F309","item_openerp"
310,"F310","item_openerp"
311,"F311","item_openerp"
312,"F312","item_openerp"
313,"F313","item_openerp"
314,"F314","item_openerp"
315,"F315","item_openerp"
316,"F316","item_openerp"
317,"F317","item_openerp"
318,"F318","item_openerp"
319,"F319","item_openerp"
320,"F320","item_openerp"
321,"F321","item_openerp"
322,"F322","item_openerp"
323,"F323","item_openerp"
324,"F324","item_openerp"
325,"F330","item_openerp"
326,"F332","item_openerp"
327,"F333","item_openerp"
328,"F334","item_openerp"
329,"F335","item_openerp"
330,"F336","item_openerp"
331,"F337","item_openerp"
332,"F338","item_openerp"
333,"F339","item_openerp"
334,"F340","item_openerp"
335,"F341","item_openerp"
336,"F342","item_openerp"
337,"F343","item_openerp"
338,"F344","item_openerp"
339,"F345","item_openerp"
340,"F346","item_openerp"
341,"F347","item_openerp"
342,"F348","item_openerp"
343,"F349","item_openerp"
344,"F350","item_openerp"
345,"F351","item_openerp"
346,"F352","item_openerp"
347,"F353","item_openerp"
348,"F354","item_openerp"
349,"F355","item_openerp"
350,"F356","item_openerp"
351,"F357","item_openerp"
352,"F358","item_openerp"
353,"F359","item_openerp"
354,"F360","item_openerp"
355,"F361","item_openerp"
356,"F362","item_openerp"
357,"F363","item_openerp"
358,"F364","item_openerp"
359,"F365","item_openerp"
360,"F366","item_openerp"
361,"F367","item_openerp"
362,"F368","item_openerp"
363,"F369","item_openerp"
364,"F370","item_openerp"
365,"F371","item_openerp"
366,"F372","item_openerp"
367,"F373","item_openerp"
368,"F374","item_openerp"
369,"F375","item_openerp"
370,"F376","item_openerp"
371,"F377","item_openerp"
372,"F378","item_openerp"
373,"F379","item_openerp"
374,"F380","item_openerp"
375,"F381","item_openerp"
376,"F382","item_openerp"
377,"F383","item_openerp"
378,"F384","item_openerp"
379,"F385","item_openerp"
380,"F386","item_openerp"
381,"F387","item_openerp"
382,"F388","item_openerp"
383,"F389","item_openerp"
384,"F390","item_openerp"
385,"F391","item_openerp"
386,"F392","item_openerp"
387,"F393","item_openerp"
388,"F394","item_openerp"
389,"F395","item_openerp"
390,"F396","item_openerp"
391,"F397","item_openerp"
392,"F398","item_openerp"
393,"F399","item_openerp"
394,"F400","item_openerp"
395,"F401","item_openerp"
396,"F402","item_openerp"
397,"F403","item_openerp"
398,"F404","item_openerp"
399,"F405","item_openerp"
400,"F406","item_openerp"
401,"F407","item_openerp"
402,"F408","item_openerp"
403,"F409","item_openerp"
404,"F410","item_openerp"
405,"F411","item_openerp"
406,"F413","item_openerp"
407,"F414","item_openerp"
408,"F415","item_openerp"
409,"F416","item_openerp"
410,"F417","item_openerp"
411,"F418","item_openerp"
412,"F419","item_openerp"
413,"F420","item_openerp"
414,"F421","item_openerp"
415,"F422","item_openerp"
416,"F423","item_openerp"
417,"F424","item_openerp"
418,"F425","item_openerp"
419,"F426","item_openerp"
420,"F427","item_openerp"
421,"F428","item_openerp"
422,"F430","item_openerp"
423,"F431","item_openerp"
424,"F432","item_openerp"
425,"F433","item_openerp"
426,"F433b","item_openerp"
427,"F434","item_openerp"
428,"F435","item_openerp"
429,"F443","item_openerp"
430,"F444","item_openerp"
431,"F445","item_openerp"
432,"F446","item_openerp"
433,"F447","item_openerp"
434,"F448","item_openerp"
435,"F449","item_openerp"
436,"F450","item_openerp"
437,"F451","item_openerp"
438,"F452","item_openerp"
439,"F453","item_openerp"
440,"F454","item_openerp"
441,"F455","item_openerp"
442,"F456","item_openerp"
443,"F457","item_openerp"
444,"F458","item_openerp"
445,"F459","item_openerp"
446,"F460","item_openerp"
447,"F461","item_openerp"
448,"F462","item_openerp"
449,"F463","item_openerp"
450,"F464","item_openerp"
451,"F465","item_openerp"
452,"F466","item_openerp"
453,"F467","item_openerp"
454,"F468","item_openerp"
455,"F469","item_openerp"
456,"F470","item_openerp"
457,"F471","item_openerp"
458,"F472","item_openerp"
459,"F473","item_openerp"
460,"F474","item_openerp"
461,"F475","item_openerp"
462,"F476","item_openerp"
463,"F477","item_openerp"
464,"F478","item_openerp"
465,"F479","item_openerp"
466,"F482","item_openerp"
467,"F483","item_openerp"
468,"F484","item_openerp"
469,"F485","item_openerp"
470,"F486","item_openerp"
471,"F487","item_openerp"
472,"F488","item_openerp"
473,"F489","item_openerp"
474,"F490","item_openerp"
475,"F491","item_openerp"
476,"F492","item_openerp"
477,"F493","item_openerp"
478,"F494","item_openerp"
479,"F495","item_openerp"
480,"F496","item_openerp"
481,"F497","item_openerp"
482,"F497_1","item_openerp"
483,"F498","item_openerp"
484,"F499","item_openerp"
485,"F500","item_openerp"
486,"F501","item_openerp"
487,"F502","item_openerp"
488,"F503","item_openerp"
489,"F505","item_openerp"
490,"F507","item_openerp"
491,"F508","item_openerp"
492,"F509","item_openerp"
493,"F510","item_openerp"
494,"F511","item_openerp"
495,"F512","item_openerp"
496,"F513","item_openerp"
497,"F514","item_openerp"
498,"F515","item_openerp"
499,"F516","item_openerp"
500,"F518","item_openerp"
501,"F519","item_openerp"
502,"F520","item_openerp"
503,"F521","item_openerp"
504,"F522","item_openerp"
505,"F523","item_openerp"
506,"F524","item_openerp"
507,"F525","item_openerp"
508,"F526","item_openerp"
509,"F527","item_openerp"
510,"F528","item_openerp"
511,"F529","item_openerp"
512,"F530","item_openerp"
513,"F531","item_openerp"
514,"F532","item_openerp"
515,"F533","item_openerp"
516,"F534","item_openerp"
517,"F535","item_openerp"
518,"F536","item_openerp"
519,"F537","item_openerp"
520,"F538","item_openerp"
521,"F539","item_openerp"
522,"F541","item_openerp"
523,"F542","item_openerp"
524,"F543","item_openerp"
525,"F544","item_openerp"
526,"F545","item_openerp"
527,"F546","item_openerp"
528,"F547","item_openerp"
529,"F548","item_openerp"
530,"F549","item_openerp"
531,"F550","item_openerp"
532,"F551","item_openerp"
533,"F552","item_openerp"
534,"F553","item_openerp"
535,"F554","item_openerp"
536,"F555","item_openerp"
537,"F556","item_openerp"
538,"F557","item_openerp"
539,"F558","item_openerp"
540,"F559","item_openerp"
541,"F560","item_openerp"
542,"F561","item_openerp"
543,"F562","item_openerp"
544,"F563","item_openerp"
545,"F564","item_openerp"
546,"F565","item_openerp"
547,"F566","item_openerp"
548,"F567","item_openerp"
549,"F568","item_openerp"
550,"F569","item_openerp"
551,"F570","item_openerp"
552,"F571","item_openerp"
553,"F572","item_openerp"
554,"F573","item_openerp"
555,"F574","item_openerp"
556,"F575","item_openerp"
557,"F576","item_openerp"
558,"F577","item_openerp"
559,"F578","item_openerp"
560,"F579","item_openerp"
561,"F580","item_openerp"
562,"F581","item_openerp"
563,"F582","item_openerp"
564,"F583","item_openerp"
565,"F584","item_openerp"
566,"F585","item_openerp"
567,"F586","item_openerp"
568,"F587","item_openerp"
569,"F588","item_openerp"
570,"F589","item_openerp"
571,"F590","item_openerp"
572,"F591","item_openerp"
573,"F592","item_openerp"
574,"F593","item_openerp"
575,"F595","item_openerp"
576,"F596","item_openerp"
577,"F597","item_openerp"
578,"F598","item_openerp"
579,"F599","item_openerp"
580,"F600","item_openerp"
581,"F601","item_openerp"
582,"F602","item_openerp"
583,"F603","item_openerp"
584,"F604","item_openerp"
585,"F605","item_openerp"
586,"F606","item_openerp"
587,"F607","item_openerp"
588,"F608","item_openerp"
589,"F609","item_openerp"
590,"F610","item_openerp"
591,"F611","item_openerp"
592,"F612","item_openerp"
593,"F613","item_openerp"
594,"F614","item_openerp"
595,"F615","item_openerp"
596,"F616","item_openerp"
597,"F617","item_openerp"
598,"F618","item_openerp"
599,"F619","item_openerp"
600,"F620","item_openerp"
601,"F621","item_openerp"
602,"F622","item_openerp"
603,"F623","item_openerp"
604,"F624","item_openerp"
605,"F625","item_openerp"
606,"F626","item_openerp"
607,"F627","item_openerp"
608,"F628","item_openerp"
609,"F629","item_openerp"
610,"F630","item_openerp"
611,"F631","item_openerp"
612,"F632","item_openerp"
613,"F633","item_openerp"
614,"F634","item_openerp"
615,"F635","item_openerp"
616,"F636","item_openerp"
617,"F637","item_openerp"
618,"F638","item_openerp"
619,"F639","item_openerp"
620,"F640","item_openerp"
621,"F641","item_openerp"
622,"F642","item_openerp"
623,"F643","item_openerp"
624,"F644","item_openerp"
625,"F645","item_openerp"
626,"F646","item_openerp"
627,"F647","item_openerp"
628,"F648","item_openerp"
629,"F649","item_openerp"
630,"F650","item_openerp"
631,"F652","item_openerp"
632,"F653","item_openerp"
633,"F654","item_openerp"
634,"F655","item_openerp"
635,"F656","item_openerp"
636,"F657","item_openerp"
637,"F658","item_openerp"
638,"F659","item_openerp"
639,"F660","item_openerp"
640,"F661","item_openerp"
641,"F662","item_openerp"
642,"F663","item_openerp"
643,"F664","item_openerp"
644,"F666","item_openerp"
645,"F667","item_openerp"
646,"F668","item_openerp"
647,"F669","item_openerp"
648,"F670","item_openerp"
649,"F671","item_openerp"
650,"F672","item_openerp"
651,"F673","item_openerp"
652,"F675","item_openerp"
653,"F676","item_openerp"
654,"F677","item_openerp"
655,"F678","item_openerp"
656,"F679","item_openerp"
657,"F680","item_openerp"
658,"F681","item_openerp"
659,"F682","item_openerp"
660,"F683","item_openerp"
661,"F684","item_openerp"
662,"F685","item_openerp"
663,"F686","item_openerp"
664,"F687","item_openerp"
665,"F688","item_openerp"
666,"F689","item_openerp"
667,"F690","item_openerp"
668,"F691","item_openerp"
669,"F692","item_openerp"
670,"F693","item_openerp"
671,"F694","item_openerp"
672,"F695","item_openerp"
673,"F696","item_openerp"
674,"F697","item_openerp"
675,"F698","item_openerp"
676,"F699","item_openerp"
677,"F700","item_openerp"
678,"F701","item_openerp"
679,"F702","item_openerp"
680,"F703","item_openerp"
681,"F704","item_openerp"
682,"F705","item_openerp"
683,"F706","item_openerp"
684,"F707","item_openerp"
685,"F708","item_openerp"
686,"F709","item_openerp"
687,"F710","item_openerp"
688,"F711","item_openerp"
689,"F712","item_openerp"
690,"F713","item_openerp"
691,"F714","item_openerp"
692,"F715","item_openerp"
693,"F716","item_openerp"
694,"F717","item_openerp"
695,"F718","item_openerp"
696,"F719","item_openerp"
697,"F720","item_openerp"
698,"F721","item_openerp"
699,"F722","item_openerp"
700,"F723","item_openerp"
701,"F724","item_openerp"
702,"F725","item_openerp"
703,"F726","item_openerp"
704,"F727","item_openerp"
705,"F728","item_openerp"
706,"F729","item_openerp"
707,"F730","item_openerp"
708,"F731","item_openerp"
709,"F732","item_openerp"
710,"F733","item_openerp"
711,"F734","item_openerp"
712,"F735","item_openerp"
713,"F736","item_openerp"
714,"F737","item_openerp"
715,"F739","item_openerp"
716,"F741","item_openerp"
717,"F742","item_openerp"
718,"F743","item_openerp"
719,"F744","item_openerp"
720,"F745","item_openerp"
721,"F746","item_openerp"
722,"F747","item_openerp"
723,"F748","item_openerp"
724,"F749","item_openerp"
725,"F750","item_openerp"
726,"F751","item_openerp"
727,"F752","item_openerp"
728,"F753","item_openerp"
729,"F754","item_openerp"
730,"F755","item_openerp"
731,"F756","item_openerp"
732,"F757","item_openerp"
733,"F758","item_openerp"
734,"F759","item_openerp"
735,"F760","item_openerp"
736,"F761","item_openerp"
737,"F762","item_openerp"
738,"F763","item_openerp"
739,"F764","item_openerp"
740,"F765","item_openerp"
741,"F766","item_openerp"
742,"F767","item_openerp"
743,"F768","item_openerp"
744,"F769","item_openerp"
745,"F770","item_openerp"
746,"F771","item_openerp"
747,"F772","item_openerp"
748,"F773","item_openerp"
749,"F774","item_openerp"
750,"F775","item_openerp"
751,"F776","item_openerp"
752,"F777","item_openerp"
753,"F778","item_openerp"
754,"F779","item_openerp"
755,"F780","item_openerp"
756,"F781","item_openerp"
757,"F782","item_openerp"
758,"F783","item_openerp"
759,"F784","item_openerp"
760,"F785","item_openerp"
761,"F786","item_openerp"
762,"F787","item_openerp"
763,"F788","item_openerp"
764,"F789","item_openerp"
765,"F790","item_openerp"
766,"F791","item_openerp"
767,"F792","item_openerp"
768,"F793","item_openerp"
769,"F794","item_openerp"
770,"F795","item_openerp"
771,"F796","item_openerp"
772,"F797","item_openerp"
773,"F798","item_openerp"
774,"F799","item_openerp"
775,"F800","item_openerp"
776,"F801","item_openerp"
777,"F802","item_openerp"
778,"F803","item_openerp"
779,"F804","item_openerp"
780,"F805","item_openerp"
781,"F806","item_openerp"
782,"F807","item_openerp"
783,"F808","item_openerp"
784,"F809","item_openerp"
785,"F810","item_openerp"
786,"F811","item_openerp"
787,"F812","item_openerp"
788,"F813","item_openerp"
789,"F814","item_openerp"
790,"F815","item_openerp"
791,"F816","item_openerp"
792,"F817","item_openerp"
793,"F818","item_openerp"
794,"F819","item_openerp"
795,"F820","item_openerp"
796,"F821","item_openerp"
797,"F822","item_openerp"
798,"F823","item_openerp"
799,"F824","item_openerp"
800,"F825","item_openerp"
801,"F826","item_openerp"
802,"F827","item_openerp"
803,"F828","item_openerp"
804,"F829","item_openerp"
805,"F830","item_openerp"
806,"F831","item_openerp"
807,"F832","item_openerp"
808,"F833","item_openerp"
809,"F834","item_openerp"
810,"F835","item_openerp"
811,"F836","item_openerp"
812,"F837","item_openerp"
813,"F838","item_openerp"
814,"F839","item_openerp"
815,"F840","item_openerp"
816,"F841","item_openerp"
817,"F842","item_openerp"
818,"F843","item_openerp"
819,"F844","item_openerp"
820,"F845","item_openerp"
821,"F846","item_openerp"
822,"F847","item_openerp"
823,"F848","item_openerp"
824,"F849","item_openerp"
825,"F850","item_openerp"
826,"F851","item_openerp"
827,"F852","item_openerp"
828,"F853","item_openerp"
829,"F854","item_openerp"
830,"F855","item_openerp"
831,"F856","item_openerp"
832,"F857","item_openerp"
833,"F858","item_openerp"
834,"F859","item_openerp"
835,"F860","item_openerp"
836,"F861","item_openerp"
837,"F862","item_openerp"
838,"F863","item_openerp"
839,"F864","item_openerp"
840,"F865","item_openerp"
841,"F866","item_openerp"
842,"F867","item_openerp"
843,"F868","item_openerp"
844,"F869","item_openerp"
845,"F896a","item_openerp"
846,"F870","item_openerp"
847,"F871","item_openerp"
848,"F872","item_openerp"
849,"F873","item_openerp"
850,"F874","item_openerp"
851,"F875","item_openerp"
852,"F876","item_openerp"
853,"F877","item_openerp"
854,"F878","item_openerp"
855,"F879","item_openerp"
856,"F880","item_openerp"
857,"F881","item_openerp"
858,"F882","item_openerp"
859,"F883","item_openerp"
860,"F884","item_openerp"
861,"F885","item_openerp"
862,"F886","item_openerp"
863,"F887","item_openerp"
864,"F888","item_openerp"
865,"F889","item_openerp"
866,"F890","item_openerp"
867,"F891","item_openerp"
868,"F892","item_openerp"
869,"F893","item_openerp"
870,"F894","item_openerp"
871,"F895","item_openerp"
872,"F896","item_openerp"
873,"F897","item_openerp"
874,"F898","item_openerp"
875,"F899","item_openerp"
876,"F900","item_openerp"
877,"F901","item_openerp"
878,"F902","item_openerp"
879,"F903","item_openerp"
880,"F904","item_openerp"
881,"F905","item_openerp"
882,"F906","item_openerp"
883,"F907","item_openerp"
884,"F908","item_openerp"
885,"F909","item_openerp"
886,"F910","item_openerp"
887,"F911","item_openerp"
888,"F912","item_openerp"
889,"F913","item_openerp"
890,"F914","item_openerp"
891,"F915","item_openerp"
892,"F916","item_openerp"
893,"F917","item_openerp"
894,"F918","item_openerp"
895,"F919","item_openerp"
896,"F920","item_openerp"
897,"F921","item_openerp"
898,"F922","item_openerp"
899,"F923","item_openerp"
900,"F924","item_openerp"
901,"F925","item_openerp"
902,"F926","item_openerp"
903,"F927","item_openerp"
904,"F928","item_openerp"
905,"F929_1","item_openerp"
906,"F929","item_openerp"
907,"F930","item_openerp"
908,"F931","item_openerp"
909,"F932","item_openerp"
910,"F933","item_openerp"
911,"F934","item_openerp"
912,"F935","item_openerp"
913,"F936","item_openerp"
914,"F937","item_openerp"
915,"F938","item_openerp"
916,"F939","item_openerp"
917,"F940","item_openerp"
918,"F941","item_openerp"
919,"F942","item_openerp"
920,"F1","item_openbravo"
921,"F429","item_openbravo"
922,"F2","item_openbravo"
923,"F3","item_openbravo"
924,"F4","item_openbravo"
925,"F5","item_openbravo"
926,"F6","item_openbravo"
927,"F7","item_openbravo"
928,"F8","item_openbravo"
929,"F9","item_openbravo"
930,"F10","item_openbravo"
931,"F11","item_openbravo"
932,"F12","item_openbravo"
933,"F13","item_openbravo"
934,"F14","item_openbravo"
935,"F15","item_openbravo"
936,"F16","item_openbravo"
937,"F17","item_openbravo"
938,"F18","item_openbravo"
939,"F19","item_openbravo"
940,"F20","item_openbravo"
941,"F21","item_openbravo"
942,"F22","item_openbravo"
943,"F23","item_openbravo"
944,"F24","item_openbravo"
945,"F25","item_openbravo"
946,"F26","item_openbravo"
947,"F27","item_openbravo"
948,"F28","item_openbravo"
949,"F29","item_openbravo"
950,"F30","item_openbravo"
951,"F31","item_openbravo"
952,"F32","item_openbravo"
953,"F33","item_openbravo"
954,"F34","item_openbravo"
955,"F35","item_openbravo"
956,"F36","item_openbravo"
957,"F37","item_openbravo"
958,"F38","item_openbravo"
959,"F39","item_openbravo"
960,"F40","item_openbravo"
961,"F41","item_openbravo"
962,"F42","item_openbravo"
963,"F43","item_openbravo"
964,"F44","item_openbravo"
965,"F45","item_openbravo"
966,"F46","item_openbravo"
967,"F47","item_openbravo"
968,"F48","item_openbravo"
969,"F49","item_openbravo"
970,"F50","item_openbravo"
971,"F51","item_openbravo"
972,"F52","item_openbravo"
973,"F53","item_openbravo"
974,"F54","item_openbravo"
975,"F55","item_openbravo"
976,"F56","item_openbravo"
977,"F57","item_openbravo"
978,"F58","item_openbravo"
979,"F59","item_openbravo"
980,"F60","item_openbravo"
981,"F61","item_openbravo"
982,"F62","item_openbravo"
983,"F63","item_openbravo"
984,"F64","item_openbravo"
985,"F65","item_openbravo"
986,"F66","item_openbravo"
987,"F67","item_openbravo"
988,"F68","item_openbravo"
989,"F69","item_openbravo"
990,"F70","item_openbravo"
991,"F71","item_openbravo"
992,"F72","item_openbravo"
993,"F73","item_openbravo"
994,"F74","item_openbravo"
995,"F75","item_openbravo"
996,"F76","item_openbravo"
997,"F77","item_openbravo"
998,"F78","item_openbravo"
999,"F79","item_openbravo"
1000,"F80","item_openbravo"
1001,"F81","item_openbravo"
1002,"F82","item_openbravo"
1003,"F83","item_openbravo"
1004,"F84","item_openbravo"
1005,"F85","item_openbravo"
1006,"F86","item_openbravo"
1007,"F87","item_openbravo"
1008,"F88","item_openbravo"
1009,"F89","item_openbravo"
1010,"F90","item_openbravo"
1011,"F91","item_openbravo"
1012,"F92","item_openbravo"
1013,"F93","item_openbravo"
1014,"F94","item_openbravo"
1015,"F95","item_openbravo"
1016,"F96","item_openbravo"
1017,"F97","item_openbravo"
1018,"F98","item_openbravo"
1019,"F99","item_openbravo"
1020,"F100","item_openbravo"
1021,"F101","item_openbravo"
1022,"F102","item_openbravo"
1023,"F103","item_openbravo"
1024,"F104","item_openbravo"
1025,"F105","item_openbravo"
1026,"F106","item_openbravo"
1027,"F107","item_openbravo"
1028,"F108","item_openbravo"
1029,"F109","item_openbravo"
1030,"F110","item_openbravo"
1031,"F111","item_openbravo"
1032,"F112","item_openbravo"
1033,"F113","item_openbravo"
1034,"F114","item_openbravo"
1035,"F115","item_openbravo"
1036,"F116","item_openbravo"
1037,"F117","item_openbravo"
1038,"F118","item_openbravo"
1039,"F119","item_openbravo"
1040,"F120","item_openbravo"
1041,"F121","item_openbravo"
1042,"F122","item_openbravo"
1043,"F123","item_openbravo"
1044,"F124","item_openbravo"
1045,"F125","item_openbravo"
1046,"F126","item_openbravo"
1047,"F127","item_openbravo"
1048,"F128","item_openbravo"
1049,"F129","item_openbravo"
1050,"F130","item_openbravo"
1051,"F131","item_openbravo"
1052,"F132","item_openbravo"
1053,"F133","item_openbravo"
1054,"F134","item_openbravo"
1055,"F135","item_openbravo"
1056,"F136","item_openbravo"
1057,"F137","item_openbravo"
1058,"F138","item_openbravo"
