"id","item_id:id","factor_id:id","score_id:id","user_id:id"
87,"item_openbravo","F627","vote_excel","user_raymond"
88,"item_openbravo","F629","vote_excel","user_raymond"
89,"item_openbravo","F628","vote_na","user_raymond"
90,"item_openbravo","F630","vote_na","user_raymond"
91,"item_openbravo","F649","vote_excel","user_raymond"
92,"item_openbravo","F645","vote_na","user_raymond"
93,"item_openbravo","F650","vote_na","user_raymond"
94,"item_openbravo","F647","vote_excel","user_raymond"
95,"item_openbravo","F648","vote_excel","user_raymond"
96,"item_openbravo","F646","vote_excel","user_raymond"
97,"item_openbravo","F684","vote_excel","user_raymond"
98,"item_openbravo","F686","vote_excel","user_raymond"
99,"item_openbravo","F687","vote_excel","user_raymond"
100,"item_openbravo","F688","vote_na","user_raymond"
101,"item_openbravo","F683","vote_excel","user_raymond"
102,"item_openbravo","F685","vote_excel","user_raymond"
103,"item_openbravo","F693","vote_excel","user_raymond"
104,"item_openbravo","F691","vote_excel","user_raymond"
105,"item_openbravo","F697","vote_excel","user_raymond"
106,"item_openbravo","F696","vote_excel","user_raymond"
107,"item_openbravo","F695","vote_excel","user_raymond"
108,"item_openbravo","F694","vote_excel","user_raymond"
109,"item_openbravo","F692","vote_excel","user_raymond"
110,"item_openbravo","F703","vote_na","user_raymond"
111,"item_openbravo","F704","vote_excel","user_raymond"
112,"item_openbravo","F699","vote_na","user_raymond"
113,"item_openbravo","F700","vote_excel","user_raymond"
114,"item_openbravo","F701","vote_excel","user_raymond"
115,"item_openbravo","F702","vote_na","user_raymond"
116,"item_openbravo","F678","vote_excel","user_raymond"
117,"item_openbravo","F679","vote_na","user_raymond"
118,"item_openbravo","F681","vote_na","user_raymond"
119,"item_openbravo","F680","vote_excel","user_raymond"
120,"item_openbravo","F677","vote_na","user_raymond"
121,"item_openbravo","F676","vote_excel","user_raymond"
122,"item_openbravo","F664","vote_excel","user_raymond"
123,"item_openbravo","F659","vote_excel","user_raymond"
124,"item_openbravo","F663","vote_na","user_raymond"
125,"item_openbravo","F660","vote_na","user_raymond"
126,"item_openbravo","F658","vote_na","user_raymond"
127,"item_openbravo","F661","vote_excel","user_raymond"
128,"item_openbravo","F662","vote_excel","user_raymond"
129,"item_openbravo","F671","vote_excel","user_raymond"
130,"item_openbravo","F669","vote_excel","user_raymond"
131,"item_openbravo","F670","vote_excel","user_raymond"
132,"item_openbravo","F672","vote_excel","user_raymond"
133,"item_openbravo","F673","vote_excel","user_raymond"
134,"item_openbravo","F667","vote_excel","user_raymond"
135,"item_openbravo","F668","vote_na","user_raymond"
136,"item_openbravo","F221","vote_na","user_raymond"
137,"item_openbravo","F222","vote_na","user_raymond"
138,"item_openbravo","F219","vote_excel","user_raymond"
139,"item_openbravo","F220","vote_na","user_raymond"
140,"item_openbravo","F236","vote_na","user_raymond"
141,"item_openbravo","F234","vote_na","user_raymond"
142,"item_openbravo","F233","vote_excel","user_raymond"
143,"item_openbravo","F237","vote_excel","user_raymond"
144,"item_openbravo","F235","vote_na","user_raymond"
145,"item_openbravo","F231","vote_excel","user_raymond"
146,"item_openbravo","F230","vote_excel","user_raymond"
147,"item_openbravo","F229","vote_excel","user_raymond"
148,"item_openbravo","F228","vote_excel","user_raymond"
149,"item_openbravo","F226","vote_na","user_raymond"
150,"item_openbravo","F225","vote_na","user_raymond"
151,"item_openbravo","F224","vote_na","user_raymond"
152,"item_openbravo","F213","vote_excel","user_raymond"
153,"item_openbravo","F215","vote_excel","user_raymond"
154,"item_openbravo","F214","vote_na","user_raymond"
155,"item_openbravo","F210","vote_na","user_raymond"
156,"item_openbravo","F211","vote_na","user_raymond"
157,"item_openbravo","F209","vote_na","user_raymond"
158,"item_openbravo","F205","vote_excel","user_raymond"
159,"item_openbravo","F207","vote_excel","user_raymond"
160,"item_openbravo","F206","vote_excel","user_raymond"
161,"item_openbravo","F199","vote_na","user_raymond"
162,"item_openbravo","F201","vote_na","user_raymond"
163,"item_openbravo","F202","vote_excel","user_raymond"
164,"item_openbravo","F203","vote_excel","user_raymond"
165,"item_openbravo","F200","vote_na","user_raymond"
166,"item_openbravo","F217","vote_na","user_raymond"
167,"item_openbravo","F184","vote_excel","user_raymond"
168,"item_openbravo","F181","vote_excel","user_raymond"
169,"item_openbravo","F182","vote_excel","user_raymond"
170,"item_openbravo","F183","vote_na","user_raymond"
171,"item_openbravo","F185","vote_excel","user_raymond"
172,"item_openbravo","F187","vote_excel","user_raymond"
173,"item_openbravo","F190","vote_na","user_raymond"
174,"item_openbravo","F189","vote_na","user_raymond"
175,"item_openbravo","F188","vote_na","user_raymond"
176,"item_openbravo","F175","vote_na","user_raymond"
177,"item_openbravo","F174","vote_na","user_raymond"
178,"item_openbravo","F164","vote_na","user_raymond"
179,"item_openbravo","F167","vote_na","user_raymond"
180,"item_openbravo","F165","vote_excel","user_raymond"
181,"item_openbravo","F166","vote_excel","user_raymond"
182,"item_openbravo","F195","vote_na","user_raymond"
183,"item_openbravo","F194","vote_na","user_raymond"
184,"item_openbravo","F192","vote_na","user_raymond"
185,"item_openbravo","F193","vote_na","user_raymond"
186,"item_openbravo","F196","vote_excel","user_raymond"
187,"item_openbravo","F169","vote_excel","user_raymond"
188,"item_openbravo","F171","vote_na","user_raymond"
189,"item_openbravo","F172","vote_na","user_raymond"
190,"item_openbravo","F170","vote_na","user_raymond"
191,"item_openbravo","F160","vote_na","user_raymond"
192,"item_openbravo","F159","vote_na","user_raymond"
193,"item_openbravo","F162","vote_na","user_raymond"
194,"item_openbravo","F161","vote_na","user_raymond"
195,"item_openbravo","F156","vote_na","user_raymond"
196,"item_openbravo","F154","vote_excel","user_raymond"
197,"item_openbravo","F155","vote_excel","user_raymond"
198,"item_openbravo","F157","vote_na","user_raymond"
199,"item_openbravo","F152","vote_na","user_raymond"
200,"item_openbravo","F151","vote_na","user_raymond"
201,"item_openbravo","F150","vote_excel","user_raymond"
202,"item_openbravo","F149","vote_na","user_raymond"
203,"item_openbravo","F148","vote_na","user_raymond"
204,"item_openbravo","F179","vote_excel","user_raymond"
205,"item_openbravo","F177","vote_excel","user_raymond"
206,"item_openbravo","F178","vote_na","user_raymond"
207,"item_openbravo","F120","vote_na","user_raymond"
208,"item_openbravo","F122","vote_na","user_raymond"
209,"item_openbravo","F121","vote_na","user_raymond"
210,"item_openbravo","F108","vote_excel","user_raymond"
211,"item_openbravo","F107","vote_na","user_raymond"
212,"item_openbravo","F106","vote_excel","user_raymond"
213,"item_openbravo","F110","vote_na","user_raymond"
214,"item_openbravo","F109","vote_na","user_raymond"
215,"item_openbravo","F114","vote_na","user_raymond"
216,"item_openbravo","F112","vote_excel","user_raymond"
217,"item_openbravo","F113","vote_excel","user_raymond"
218,"item_openbravo","F115","vote_na","user_raymond"
219,"item_openbravo","F126","vote_excel","user_raymond"
220,"item_openbravo","F124","vote_excel","user_raymond"
221,"item_openbravo","F125","vote_excel","user_raymond"
222,"item_openbravo","F130","vote_excel","user_raymond"
223,"item_openbravo","F129","vote_excel","user_raymond"
224,"item_openbravo","F128","vote_na","user_raymond"
225,"item_openbravo","F133","vote_excel","user_raymond"
226,"item_openbravo","F132","vote_excel","user_raymond"
227,"item_openbravo","F131","vote_na","user_raymond"
228,"item_openbravo","F136","vote_excel","user_raymond"
229,"item_openbravo","F135","vote_excel","user_raymond"
230,"item_openbravo","F137","vote_excel","user_raymond"
231,"item_openbravo","F138","vote_excel","user_raymond"
232,"item_openbravo","F140","vote_na","user_raymond"
233,"item_openbravo","F141","vote_na","user_raymond"
234,"item_openbravo","F142","vote_na","user_raymond"
235,"item_openbravo","F143","vote_na","user_raymond"
236,"item_openbravo","F144","vote_na","user_raymond"
237,"item_openbravo","F145","vote_na","user_raymond"
238,"item_openbravo","F117","vote_na","user_raymond"
239,"item_openbravo","F118","vote_na","user_raymond"
240,"item_openbravo","F51","vote_excel","user_raymond"
241,"item_openbravo","F53","vote_excel","user_raymond"
242,"item_openbravo","F50","vote_na","user_raymond"
243,"item_openbravo","F52","vote_excel","user_raymond"
244,"item_openbravo","F58","vote_na","user_raymond"
245,"item_openbravo","F55","vote_na","user_raymond"
246,"item_openbravo","F56","vote_excel","user_raymond"
247,"item_openbravo","F57","vote_excel","user_raymond"
248,"item_openbravo","F63","vote_na","user_raymond"
249,"item_openbravo","F60","vote_excel","user_raymond"
250,"item_openbravo","F61","vote_na","user_raymond"
251,"item_openbravo","F62","vote_na","user_raymond"
252,"item_openbravo","F30","vote_excel","user_raymond"
253,"item_openbravo","F27","vote_excel","user_raymond"
254,"item_openbravo","F28","vote_excel","user_raymond"
255,"item_openbravo","F29","vote_excel","user_raymond"
256,"item_openbravo","F31","vote_excel","user_raymond"
257,"item_openbravo","F32","vote_excel","user_raymond"
258,"item_openbravo","F40","vote_excel","user_raymond"
259,"item_openbravo","F39","vote_excel","user_raymond"
260,"item_openbravo","F38","vote_na","user_raymond"
261,"item_openbravo","F37","vote_excel","user_raymond"
262,"item_openbravo","F66","vote_excel","user_raymond"
263,"item_openbravo","F65","vote_na","user_raymond"
264,"item_openbravo","F68","vote_na","user_raymond"
265,"item_openbravo","F67","vote_na","user_raymond"
266,"item_openbravo","F70","vote_na","user_raymond"
267,"item_openbravo","F72","vote_na","user_raymond"
268,"item_openbravo","F71","vote_na","user_raymond"
269,"item_openbravo","F44","vote_excel","user_raymond"
270,"item_openbravo","F46","vote_na","user_raymond"
271,"item_openbravo","F47","vote_na","user_raymond"
272,"item_openbravo","F48","vote_na","user_raymond"
273,"item_openbravo","F43","vote_excel","user_raymond"
274,"item_openbravo","F42","vote_na","user_raymond"
275,"item_openbravo","F45","vote_excel","user_raymond"
276,"item_openbravo","F35","vote_na","user_raymond"
277,"item_openbravo","F34","vote_excel","user_raymond"
278,"item_openbravo","F915","vote_na","user_raymond"
279,"item_openbravo","F913","vote_na","user_raymond"
280,"item_openbravo","F917","vote_na","user_raymond"
281,"item_openbravo","F916","vote_na","user_raymond"
282,"item_openbravo","F914","vote_na","user_raymond"
283,"item_openbravo","F918","vote_na","user_raymond"
284,"item_openbravo","F912","vote_na","user_raymond"
285,"item_openbravo","F910","vote_na","user_raymond"
286,"item_openbravo","F911","vote_na","user_raymond"
287,"item_openbravo","F931","vote_na","user_raymond"
288,"item_openbravo","F934","vote_na","user_raymond"
289,"item_openbravo","F932","vote_na","user_raymond"
290,"item_openbravo","F933","vote_na","user_raymond"
291,"item_openbravo","F929","vote_na","user_raymond"
292,"item_openbravo","F930","vote_na","user_raymond"
293,"item_openbravo","F926","vote_na","user_raymond"
294,"item_openbravo","F927","vote_na","user_raymond"
295,"item_openbravo","F924","vote_na","user_raymond"
296,"item_openbravo","F925","vote_na","user_raymond"
297,"item_openbravo","F923","vote_na","user_raymond"
298,"item_openbravo","F922","vote_na","user_raymond"
299,"item_openbravo","F920","vote_na","user_raymond"
300,"item_openbravo","F919","vote_na","user_raymond"
301,"item_openbravo","F921","vote_na","user_raymond"
302,"item_openbravo","F939","vote_na","user_raymond"
303,"item_openbravo","F941","vote_na","user_raymond"
304,"item_openbravo","F942","vote_na","user_raymond"
305,"item_openbravo","F938","vote_na","user_raymond"
306,"item_openbravo","F940","vote_na","user_raymond"
307,"item_openbravo","F304","vote_na","user_raymond"
308,"item_openbravo","F306","vote_na","user_raymond"
309,"item_openbravo","F305","vote_na","user_raymond"
310,"item_openbravo","F307","vote_na","user_raymond"
311,"item_openbravo","F303","vote_na","user_raymond"
312,"item_openbravo","F315","vote_na","user_raymond"
313,"item_openbravo","F313","vote_na","user_raymond"
314,"item_openbravo","F314","vote_na","user_raymond"
315,"item_openbravo","F316","vote_na","user_raymond"
316,"item_openbravo","F310","vote_na","user_raymond"
317,"item_openbravo","F309","vote_na","user_raymond"
318,"item_openbravo","F311","vote_na","user_raymond"
319,"item_openbravo","F293","vote_na","user_raymond"
320,"item_openbravo","F295","vote_na","user_raymond"
321,"item_openbravo","F294","vote_na","user_raymond"
322,"item_openbravo","F288","vote_na","user_raymond"
323,"item_openbravo","F291","vote_na","user_raymond"
324,"item_openbravo","F290","vote_na","user_raymond"
325,"item_openbravo","F289","vote_na","user_raymond"
326,"item_openbravo","F283","vote_excel","user_raymond"
327,"item_openbravo","F286","vote_na","user_raymond"
328,"item_openbravo","F284","vote_na","user_raymond"
329,"item_openbravo","F285","vote_na","user_raymond"
330,"item_openbravo","F935","vote_na","user_raymond"
331,"item_openbravo","F937","vote_na","user_raymond"
332,"item_openbravo","F936","vote_na","user_raymond"
333,"item_openbravo","F299","vote_na","user_raymond"
334,"item_openbravo","F300","vote_na","user_raymond"
335,"item_openbravo","F301","vote_na","user_raymond"
336,"item_openbravo","F16","vote_na","user_raymond"
337,"item_openbravo","F14","vote_na","user_raymond"
338,"item_openbravo","F19","vote_na","user_raymond"
339,"item_openbravo","F18","vote_na","user_raymond"
340,"item_openbravo","F17","vote_na","user_raymond"
341,"item_openbravo","F15","vote_na","user_raymond"
342,"item_openbravo","F21","vote_na","user_raymond"
343,"item_openbravo","F23","vote_na","user_raymond"
344,"item_openbravo","F24","vote_na","user_raymond"
345,"item_openbravo","F22","vote_na","user_raymond"
346,"item_openbravo","F11","vote_na","user_raymond"
347,"item_openbravo","F12","vote_na","user_raymond"
348,"item_openbravo","F5","vote_na","user_raymond"
349,"item_openbravo","F4","vote_na","user_raymond"
350,"item_openbravo","F6","vote_na","user_raymond"
351,"item_openbravo","F7","vote_na","user_raymond"
352,"item_openbravo","F8","vote_na","user_raymond"
353,"item_openbravo","F9","vote_na","user_raymond"
354,"item_openbravo","F239","vote_excel","user_raymond"
355,"item_openbravo","F834","vote_na","user_raymond"
356,"item_openbravo","F243","vote_na","user_raymond"
357,"item_openbravo","F836","vote_na","user_raymond"
358,"item_openbravo","F835","vote_na","user_raymond"
359,"item_openbravo","F833","vote_na","user_raymond"
360,"item_openbravo","F251","vote_na","user_raymond"
361,"item_openbravo","F252","vote_na","user_raymond"
362,"item_openbravo","F253","vote_na","user_raymond"
363,"item_openbravo","F840","vote_na","user_raymond"
364,"item_openbravo","F837","vote_na","user_raymond"
365,"item_openbravo","F838","vote_na","user_raymond"
366,"item_openbravo","F839","vote_na","user_raymond"
367,"item_openbravo","F841","vote_na","user_raymond"
368,"item_openbravo","F249","vote_na","user_raymond"
369,"item_openbravo","F246","vote_na","user_raymond"
370,"item_openbravo","F247","vote_na","user_raymond"
371,"item_openbravo","F248","vote_na","user_raymond"
372,"item_openbravo","F258","vote_na","user_raymond"
373,"item_openbravo","F257","vote_na","user_raymond"
374,"item_openbravo","F255","vote_na","user_raymond"
375,"item_openbravo","F741","vote_na","user_raymond"
376,"item_openbravo","F737","vote_na","user_raymond"
377,"item_openbravo","F739","vote_na","user_raymond"
378,"item_openbravo","F733","vote_na","user_raymond"
379,"item_openbravo","F731","vote_na","user_raymond"
380,"item_openbravo","F732","vote_na","user_raymond"
381,"item_openbravo","F734","vote_na","user_raymond"
382,"item_openbravo","F735","vote_na","user_raymond"
383,"item_openbravo","F744","vote_na","user_raymond"
384,"item_openbravo","F745","vote_na","user_raymond"
385,"item_openbravo","F746","vote_na","user_raymond"
386,"item_openbravo","F747","vote_na","user_raymond"
387,"item_openbravo","F743","vote_na","user_raymond"
388,"item_openbravo","F726","vote_na","user_raymond"
389,"item_openbravo","F728","vote_na","user_raymond"
390,"item_openbravo","F724","vote_na","user_raymond"
391,"item_openbravo","F725","vote_na","user_raymond"
392,"item_openbravo","F727","vote_na","user_raymond"
393,"item_openbravo","F719","vote_na","user_raymond"
394,"item_openbravo","F718","vote_na","user_raymond"
395,"item_openbravo","F722","vote_na","user_raymond"
396,"item_openbravo","F721","vote_na","user_raymond"
397,"item_openbravo","F720","vote_na","user_raymond"
398,"item_openbravo","F716","vote_na","user_raymond"
399,"item_openbravo","F712","vote_na","user_raymond"
400,"item_openbravo","F715","vote_na","user_raymond"
401,"item_openbravo","F714","vote_na","user_raymond"
402,"item_openbravo","F713","vote_na","user_raymond"
403,"item_openbravo","F99","vote_na","user_raymond"
404,"item_openbravo","F98","vote_na","user_raymond"
405,"item_openbravo","F101","vote_na","user_raymond"
406,"item_openbravo","F103","vote_na","user_raymond"
407,"item_openbravo","F102","vote_na","user_raymond"
408,"item_openbravo","F75","vote_na","user_raymond"
409,"item_openbravo","F77","vote_na","user_raymond"
410,"item_openbravo","F78","vote_na","user_raymond"
411,"item_openbravo","F76","vote_na","user_raymond"
412,"item_openbravo","F91","vote_na","user_raymond"
413,"item_openbravo","F92","vote_na","user_raymond"
414,"item_openbravo","F93","vote_na","user_raymond"
415,"item_openbravo","F95","vote_na","user_raymond"
416,"item_openbravo","F96","vote_na","user_raymond"
417,"item_openbravo","F94","vote_na","user_raymond"
418,"item_openbravo","F82","vote_na","user_raymond"
419,"item_openbravo","F80","vote_na","user_raymond"
420,"item_openbravo","F83","vote_na","user_raymond"
421,"item_openbravo","F81","vote_na","user_raymond"
422,"item_openbravo","F87","vote_na","user_raymond"
423,"item_openbravo","F85","vote_na","user_raymond"
424,"item_openbravo","F89","vote_na","user_raymond"
425,"item_openbravo","F86","vote_na","user_raymond"
426,"item_openbravo","F88","vote_na","user_raymond"
427,"item_openbravo","F356","vote_na","user_raymond"
428,"item_openbravo","F372","vote_na","user_raymond"
429,"item_openbravo","F367","vote_excel","user_raymond"
430,"item_openbravo","F366","vote_excel","user_raymond"
431,"item_openbravo","F365","vote_na","user_raymond"
432,"item_openbravo","F364","vote_na","user_raymond"
433,"item_openbravo","F363","vote_excel","user_raymond"
434,"item_openbravo","F368","vote_na","user_raymond"
435,"item_openbravo","F369","vote_na","user_raymond"
436,"item_openbravo","F370","vote_na","user_raymond"
437,"item_openbravo","F397","vote_excel","user_raymond"
438,"item_openbravo","F398","vote_excel","user_raymond"
439,"item_openbravo","F396","vote_excel","user_raymond"
440,"item_openbravo","F399","vote_excel","user_raymond"
441,"item_openbravo","F393","vote_na","user_raymond"
442,"item_openbravo","F389","vote_na","user_raymond"
443,"item_openbravo","F390","vote_excel","user_raymond"
444,"item_openbravo","F391","vote_excel","user_raymond"
445,"item_openbravo","F392","vote_excel","user_raymond"
446,"item_openbravo","F385","vote_na","user_raymond"
447,"item_openbravo","F386","vote_excel","user_raymond"
448,"item_openbravo","F387","vote_na","user_raymond"
449,"item_openbravo","F388","vote_na","user_raymond"
450,"item_openbravo","F381","vote_excel","user_raymond"
451,"item_openbravo","F380","vote_excel","user_raymond"
452,"item_openbravo","F382","vote_na","user_raymond"
453,"item_openbravo","F383","vote_excel","user_raymond"
454,"item_openbravo","F377","vote_excel","user_raymond"
455,"item_openbravo","F378","vote_na","user_raymond"
456,"item_openbravo","F376","vote_excel","user_raymond"
457,"item_openbravo","F375","vote_na","user_raymond"
458,"item_openbravo","F445","vote_excel","user_raymond"
459,"item_openbravo","F446","vote_excel","user_raymond"
460,"item_openbravo","F444","vote_excel","user_raymond"
461,"item_openbravo","F432","vote_excel","user_raymond"
462,"item_openbravo","F435","vote_excel","user_raymond"
463,"item_openbravo","F434","vote_excel","user_raymond"
464,"item_openbravo","F433b","vote_na","user_raymond"
465,"item_openbravo","F433","vote_excel","user_raymond"
466,"item_openbravo","F449","vote_excel","user_raymond"
467,"item_openbravo","F448","vote_excel","user_raymond"
468,"item_openbravo","F450","vote_excel","user_raymond"
469,"item_openbravo","F344","vote_na","user_raymond"
470,"item_openbravo","F342","vote_na","user_raymond"
471,"item_openbravo","F343","vote_na","user_raymond"
472,"item_openbravo","F345","vote_na","user_raymond"
473,"item_openbravo","F340","vote_na","user_raymond"
474,"item_openbravo","F339","vote_na","user_raymond"
475,"item_openbravo","F338","vote_na","user_raymond"
476,"item_openbravo","F334","vote_na","user_raymond"
477,"item_openbravo","F336","vote_excel","user_raymond"
478,"item_openbravo","F335","vote_na","user_raymond"
479,"item_openbravo","F351","vote_na","user_raymond"
480,"item_openbravo","F353","vote_na","user_raymond"
481,"item_openbravo","F352","vote_na","user_raymond"
482,"item_openbravo","F347","vote_na","user_raymond"
483,"item_openbravo","F348","vote_na","user_raymond"
484,"item_openbravo","F349","vote_na","user_raymond"
485,"item_openbravo","F360","vote_na","user_raymond"
486,"item_openbravo","F359","vote_na","user_raymond"
487,"item_openbravo","F358","vote_excel","user_raymond"
488,"item_openbravo","F361","vote_na","user_raymond"
489,"item_openbravo","F808","vote_na","user_raymond"
490,"item_openbravo","F807","vote_excel","user_raymond"
491,"item_openbravo","F806","vote_excel","user_raymond"
492,"item_openbravo","F805","vote_excel","user_raymond"
493,"item_openbravo","F804","vote_na","user_raymond"
494,"item_openbravo","F803","vote_na","user_raymond"
495,"item_openbravo","F802","vote_excel","user_raymond"
496,"item_openbravo","F809","vote_excel","user_raymond"
497,"item_openbravo","F422","vote_na","user_raymond"
498,"item_openbravo","F423","vote_na","user_raymond"
499,"item_openbravo","F424","vote_na","user_raymond"
500,"item_openbravo","F408","vote_excel","user_raymond"
501,"item_openbravo","F409","vote_excel","user_raymond"
502,"item_openbravo","F411","vote_excel","user_raymond"
503,"item_openbravo","F410","vote_excel","user_raymond"
504,"item_openbravo","F428","vote_excel","user_raymond"
505,"item_openbravo","F426","vote_na","user_raymond"
506,"item_openbravo","F427","vote_na","user_raymond"
507,"item_openbravo","F405","vote_na","user_raymond"
508,"item_openbravo","F403","vote_na","user_raymond"
509,"item_openbravo","F404","vote_na","user_raymond"
510,"item_openbravo","F402","vote_na","user_raymond"
511,"item_openbravo","F406","vote_na","user_raymond"
512,"item_openbravo","F557","vote_excel","user_raymond"
513,"item_openbravo","F558","vote_excel","user_raymond"
514,"item_openbravo","F559","vote_excel","user_raymond"
515,"item_openbravo","F547","vote_excel","user_raymond"
516,"item_openbravo","F550","vote_na","user_raymond"
517,"item_openbravo","F549","vote_excel","user_raymond"
518,"item_openbravo","F548","vote_excel","user_raymond"
519,"item_openbravo","F563","vote_na","user_raymond"
520,"item_openbravo","F561","vote_na","user_raymond"
521,"item_openbravo","F562","vote_na","user_raymond"
522,"item_openbravo","F565","vote_na","user_raymond"
523,"item_openbravo","F564","vote_na","user_raymond"
524,"item_openbravo","F542","vote_na","user_raymond"
525,"item_openbravo","F544","vote_na","user_raymond"
526,"item_openbravo","F545","vote_na","user_raymond"
527,"item_openbravo","F541","vote_na","user_raymond"
528,"item_openbravo","F543","vote_na","user_raymond"
529,"item_openbravo","F554","vote_na","user_raymond"
530,"item_openbravo","F555","vote_na","user_raymond"
531,"item_openbravo","F553","vote_na","user_raymond"
532,"item_openbravo","F552","vote_na","user_raymond"
533,"item_openbravo","F812","vote_excel","user_raymond"
534,"item_openbravo","F810","vote_excel","user_raymond"
535,"item_openbravo","F820","vote_excel","user_raymond"
536,"item_openbravo","F819","vote_na","user_raymond"
537,"item_openbravo","F818","vote_na","user_raymond"
538,"item_openbravo","F817","vote_na","user_raymond"
539,"item_openbravo","F816","vote_na","user_raymond"
540,"item_openbravo","F815","vote_na","user_raymond"
541,"item_openbravo","F814","vote_excel","user_raymond"
542,"item_openbravo","F821","vote_excel","user_raymond"
543,"item_openbravo","F813","vote_excel","user_raymond"
544,"item_openbravo","F811","vote_excel","user_raymond"
545,"item_openbravo","F829","vote_excel","user_raymond"
546,"item_openbravo","F828","vote_excel","user_raymond"
547,"item_openbravo","F827","vote_na","user_raymond"
548,"item_openbravo","F826","vote_na","user_raymond"
549,"item_openbravo","F825","vote_na","user_raymond"
