type,name,res_id,src,value
wizard_field,"radiotv.broadcast.export,export,broadcast_update",0,Updated broadcasts,Emisiones actualizadas
wizard_view,"radiotv.broadcast.export,export",0,Broadcast Export,Exportación de emisiones
wizard_view,"radiotv.broadcast.export,export",0,Broadcasts exported,Emisiones exportadas
wizard_button,"radiotv.broadcast.export,export,end",0,End,Fin
wizard_field,"radiotv.broadcast.copy,init,channel_id",0,Channel,Canal
wizard_field,"radiotv.broadcast.copy,init,d_from",0,From,Del
wizard_view,"radiotv.broadcast.copy,init",0,Copy broadcasts from a day to other,Copiar emisiones de un día a otro
wizard_button,"radiotv.broadcast.copy,init,end",0,Cancel,Cancelar
wizard_button,"radiotv.broadcast.copy,init,copy",0,Copy,Copiar
wizard_field,"radiotv.broadcast.compact.report,init,channel_id",0,Channel,Canal
wizard_field,"radiotv.broadcast.compact.report,init,d_to",0,End,Fin
wizard_field,"radiotv.broadcast.compact.report,init,d_from",0,Start,Inicio
wizard_view,"radiotv.broadcast.compact.report,init",0,Select period,Periodo de selección
wizard_button,"radiotv.broadcast.compact.report,init,end",0,Cancel,Cancelar
wizard_button,"radiotv.broadcast.compact.report,init,report",0,Print,Imprimir
model,"ir.actions.act_window,name",radiotv.action_radiotv_channel_form,Channel,Canal
model,"ir.actions.act_window,name",radiotv.action_radiotv_program_form,Program,Programa
model,"ir.actions.act_window,name",radiotv.action_radiotv_category_form,Program category,Categoría de programa
model,"ir.actions.act_window,name",radiotv.action_radiotv_broadcast_form,Broadcast,Emisión
model,"ir.actions.act_window,name",radiotv.action_radiotv_program_form1,Archive programs,Programas archivados
model,"ir.actions.act_window,name",radiotv.action_radiotv_program_form2,Published programs,Programas publicados
model,"ir.actions.act_window,name",radiotv.action_radiotv_program_form3,Unpublished programs,Programas despublicados
model,"ir.actions.act_window,name",radiotv.action_radiotv_web_form,RadioTV Website,Sitio web de Radio TV
model,"ir.actions.report.xml,name",radiotv.radiotv_broadcast_list,Radio TV broadcast list,Lista de emisiones de Radio TV
model,"ir.actions.wizard,name",radiotv.wizard_copy_broadcast,Copy broadcasts from a day to other,Copiar emisiones de un día a otro
model,"ir.actions.wizard,name",radiotv.wizard_export_channel_program,Export channels and programs,Exportar canales y programas
model,"ir.actions.wizard,name",radiotv.wizard_export_broadcast,Export broadcasts,Exportar emisiones
model,"ir.actions.wizard,name",radiotv.wizard_broadcast_compact_report,Broadcasts compact report,Informe de las emisiones diarias
model,"ir.actions.wizard,name",radiotv.wizard_broadcast_declaration_report,Broadcasts declaration report,Informe de declaración de emisiones
model,"ir.actions.act_window,name",radiotv.act_channel_2_broadcasts,Channel broadcasts,Emisiones del canal
model,"ir.actions.act_window,name",radiotv.act_program_2_broadcasts,Program broadcasts,Emisiones del programa
model,"ir.actions.report.xml,name",radiotv.radiotv_broadcast_report,Radio TV broadcast report,Informe de emisiones de radioTV
model,"ir.model,name",0,radiotv.channel,
model,"ir.model,name",0,radiotv.program,
model,"ir.model,name",0,radiotv.category,
model,"ir.model,name",0,radiotv.broadcast,
model,"ir.ui.menu,name",radiotv.menu_radiotv_channel_form,Channels,Canales
model,"ir.ui.menu,name",radiotv.menu_radiotv_program_form,Programs,Programas
model,"ir.ui.menu,name",radiotv.menu_radiotv_category_form,Program categories,Categorías de programas
model,"ir.ui.menu,name",radiotv.menu_radiotv_broadcast_form,Broadcasts,Emisiones
model,"ir.ui.menu,name",radiotv.menu_radiotv_program_form1,Archive programs,Programas archivados
model,"ir.ui.menu,name",radiotv.menu_radiotv_program_form2,Published programs,Programas publicados
model,"ir.ui.menu,name",radiotv.menu_radiotv_program_form3,Unpublished programs,Programas despublicados
model,"ir.ui.menu,name",radiotv.menu_wizard_copy_broadcast,Copy broadcasts from a day to other,Copiar emisiones de un día a otro
model,"ir.ui.menu,name",radiotv.menu_wizard_export_channel_program,Export channels and programs,Exportar canales y programas
model,"ir.ui.menu,name",radiotv.menu_wizard_export_broadcast,Export broadcasts,Exportar emisiones
model,"ir.ui.menu,name",radiotv.menu_radiotv_web_form,Website configuration,Configuración del sitio web
model,"ir.ui.menu,name",radiotv.menu_wizard_broadcast_compact_report,Broadcasts compact report,Informe diario de emisiones
model,"ir.ui.menu,name",radiotv.menu_wizard_broadcast_declaration_report,Broadcasts declaration report,Informe de declaración de emisiones
model,"ir.actions.act_window,name",radiotv.action_radiotv_broadcast_form11,Yesterday broadcasts,Emisiones ayer
model,"ir.actions.act_window,name",radiotv.action_radiotv_broadcast_form12,Today broadcasts,Emisiones hoy
model,"ir.actions.act_window,name",radiotv.action_radiotv_broadcast_form13,Tomorrow broadcasts,Emisiones mañana
model,"ir.actions.act_window,name",radiotv.action_radiotv_broadcast_form21,Previous week broadcasts,Semana anterior
model,"ir.actions.act_window,name",radiotv.action_radiotv_broadcast_form22,This week broadcasts,Semana actual
model,"ir.actions.act_window,name",radiotv.action_radiotv_broadcast_form23,Next week broadcasts,Próxima semana
model,"ir.actions.report.xml,name",radiotv.radiotv_broadcast_report,Radio TV broadcast report,Informe de emisiones de Radio TV
model,"ir.actions.report.xml,name",radiotv.radiotv_broadcast_compact_report,Radio TV broadcast compact report,Informe de las emisiones diarias
model,"ir.actions.report.xml,name",radiotv.radiotv_broadcast_declaration_report,Radio TV broadcast declaration report,Informe de declaración de emisiones
model,"ir.ui.menu,name",radiotv.menu_radiotv_broadcast_form11,Yesterday broadcasts,Emisiones de ayer
model,"ir.ui.menu,name",radiotv.menu_radiotv_broadcast_form13,Tomorrow broadcasts,Emisiones de mañana
model,"ir.ui.menu,name",radiotv.menu_radiotv_broadcast_form12,Today broadcasts,Emisiones de hoy
model,"ir.ui.menu,name",radiotv.menu_radiotv_broadcast_form21,Previous week broadcasts,Emisiones de la semana anterior
model,"ir.ui.menu,name",radiotv.menu_radiotv_broadcast_form22,This week broadcasts,Emisiones de la semana actual
model,"ir.ui.menu,name",radiotv.menu_radiotv_broadcast_form23,Next week broadcasts,Emisiones de la próxima semana
wizard_view,"radiotv.broadcast.copy,init",0,Copy the broadcasts from a range of days (or one day) to another range of days. The previous broadcasts in the destination range of days are deleted.,Copia las emisiones desde un intervalo de días (o un día) origen hacia otro intervalo de días destino. Las emisiones anteriores en el intervalo de días destino serán eliminadas.
wizard_view,"radiotv.broadcast.copy,init",0,Start range,Intervalo de días origen
wizard_view,"radiotv.broadcast.copy,init",0,End range,Intervalo de días destino
wizard_field,"radiotv.broadcast.copy,init,d_from2",0,To,Hasta el
wizard_field,"radiotv.broadcast.copy,init,d_to",0,From,Al
model,"ir.ui.menu,name",0,Configuration,Configuración
model,"ir.actions.act_window,name",radiotv.action_radiotv_podcast_form,Podcast,
model,"ir.actions.act_window,name",radiotv.act_broadcast_2_podcasts,Podcasts,
model,"ir.actions.wizard,name",radiotv.wizard_export_podcast,Export podcasts,Exportar podcasts
model,"ir.model,name",0,radiotv.podcast,
model,"ir.ui.menu,name",radiotv.menu_radiotv_podcast_form,Podcasts,
model,"ir.ui.menu,name",radiotv.menu_wizard_export_podcast,Export podcasts,Exportar podcasts
field,"radiotv.podcast,category",0,Category,Categoría
field,"radiotv.podcast,subtitle",0,Subtitle,Subtítulo
field,"radiotv.podcast,name",0,Name,Nombre
field,"radiotv.podcast,author",0,Author,Autor
field,"radiotv.podcast,file_name",0,File name,Nombre fichero
field,"radiotv.podcast,explicit",0,Explicit,Explícito
field,"radiotv.podcast,keywords",0,Keywords,Palabras clave
field,"radiotv.podcast,broadcast_id",0,Broadcast,Emisión
field,"radiotv.podcast,duration",0,Duration,Duración
field,"radiotv.podcast,pub_date",0,Publication,Fecha publicación
field,"radiotv.podcast,block",0,Block,Bloque
field,"radiotv.podcast,description",0,Description,Descripción
field,"radiotv.web,sync",0,Synchronize,Sincronizar
help,"radiotv.web,sync",0,"The changes in channels, programs and broadcasts are synchronized automatically to the website","Los cambios en los canales, programas, emisiones y podcasts son sincronizados automáticamente al sitio web"
view,radiotv.podcast,0,Podcasts,
view,radiotv.podcast,0,Podcast,
wizard_field,"radiotv.podcast.export,init,d_to",0,To,Hasta
wizard_field,"radiotv.podcast.export,init,d_from",0,From,Desde
wizard_view,"radiotv.podcast.export,init",0,Export podcasts published,Exportar podcasts publicados
wizard_button,"radiotv.podcast.export,init,end",0,Cancel,Cancelar
wizard_button,"radiotv.podcast.export,init,export",0,Export,Exportar
wizard_field,"radiotv.podcast.export,export,podcast_delete",0,Deleted podcasts,Podcasts eliminados
wizard_field,"radiotv.podcast.export,export,podcast_new",0,New podcasts,Podcasts nuevos
wizard_field,"radiotv.podcast.export,export,podcast_update",0,Updated podcasts,Podcasts actualizados
wizard_view,"radiotv.podcast.export,export",0,Podcast Export,Exportar podcasts
wizard_view,"radiotv.podcast.export,export",0,Podcasts exported,Podcasts exportados
wizard_button,"radiotv.podcast.export,export,end",0,End,Fin
