type,name,res_id,src,value
rml,radiotv.broadcast.declaration.report,0,Not recommended for minors of 7,No recomenat per a menors de 7 anys
rml,radiotv.broadcast.declaration.report,0,Not recommended for minors of 13,No recomenat per a menors de 13 anys
rml,radiotv.broadcast.declaration.report,0,Not recommended for minors of 18,No recomenat per a menors de 18 anys
rml,radiotv.broadcast.declaration.report,0,Production type,Tipus de producció
rml,radiotv.broadcast.declaration.report,0,Owner,Pròpia
rml,radiotv.broadcast.declaration.report,0,Foreign,Externa
rml,radiotv.broadcast.declaration.report,0,Approx. duration,Durada aprox.
rml,radiotv.broadcast.declaration.report,0,Broadcast days/hours:,Dies/hores emissió:
rml,radiotv.broadcast.declaration.report,0,-,
rml,radiotv.broadcast.declaration.report,0,-,
view,radiotv.channel,0,Channels,Canals
view,radiotv.channel,0,Channel,Canal
view,radiotv.channel,0,Programs,Programes
view,radiotv.channel,0,Programs,Programes
view,radiotv.program,0,Programs,Programes
view,radiotv.program,0,Program,Programa
view,radiotv.category,0,Categories,Categories
view,radiotv.category,0,Category,Categoria
view,radiotv.category,0,Programs,Programes
view,radiotv.broadcast,0,Broadcasts,Emissions
view,radiotv.broadcast,0,Broadcast,Emissió
view,radiotv.broadcast,0,Date/time,Dia/hora
view,radiotv.web,0,Website,Lloc web
wizard_field,"radiotv.channel_program.export,init,category_delete",0,Deleted categories,Categories eliminades
wizard_field,"radiotv.channel_program.export,init,channel_delete",0,Deleted channels,Canals eliminats
wizard_field,"radiotv.channel_program.export,init,program_delete",0,Deleted programs,Programes eliminats
wizard_field,"radiotv.channel_program.export,init,channel_new",0,New channels,Canals nous
wizard_field,"radiotv.channel_program.export,init,category_new",0,New categories,Categories noves
wizard_field,"radiotv.channel_program.export,init,program_new",0,New programs,Programes nous
wizard_field,"radiotv.channel_program.export,init,channel_update",0,Updated channels,Canals actualitzats
wizard_field,"radiotv.channel_program.export,init,category_update",0,Updated categories,Categories actualitzades
wizard_field,"radiotv.channel_program.export,init,program_update",0,Updated programs,Programes actualitzats
wizard_view,"radiotv.channel_program.export,init",0,"Channels, programs and categories export",Exportació de canals
wizard_view,"radiotv.channel_program.export,init",0,Channels exported,Canals exportats
wizard_view,"radiotv.channel_program.export,init",0,Programs exported,Programes exportats
wizard_view,"radiotv.channel_program.export,init",0,Program categories exported,Categories de programes exportades
wizard_button,"radiotv.channel_program.export,init,end",0,End,Fi
wizard_field,"radiotv.broadcast.declaration.report,init,channel_id",0,Channel,Canal
wizard_field,"radiotv.broadcast.declaration.report,init,d_to",0,End,Fi
wizard_field,"radiotv.broadcast.declaration.report,init,d_from",0,Start,Inici
wizard_view,"radiotv.broadcast.declaration.report,init",0,Select period,Selecciona el període
wizard_button,"radiotv.broadcast.declaration.report,init,end",0,Cancel,Cancel·la
wizard_button,"radiotv.broadcast.declaration.report,init,report",0,Print,Imprimeix
wizard_field,"radiotv.broadcast.export,init,d_to",0,To,Fins
wizard_field,"radiotv.broadcast.export,init,d_from",0,From,Des de
wizard_view,"radiotv.broadcast.export,init",0,Export broadcasts,Exporta emissions
wizard_button,"radiotv.broadcast.export,init,end",0,Cancel,Cancel·la
wizard_button,"radiotv.broadcast.export,init,export",0,Export,Exporta
wizard_field,"radiotv.broadcast.export,export,broadcast_new",0,New broadcasts,Emissions noves
wizard_field,"radiotv.broadcast.export,export,broadcast_delete",0,Deleted broadcasts,Emissions eliminades
wizard_field,"radiotv.broadcast.export,export,broadcast_update",0,Updated broadcasts,Emissions actualitzades
wizard_view,"radiotv.broadcast.export,export",0,Broadcast Export,Exportació d'emissions
wizard_view,"radiotv.broadcast.export,export",0,Broadcasts exported,Emissions exportades
wizard_button,"radiotv.broadcast.export,export,end",0,End,Fi
wizard_field,"radiotv.broadcast.copy,init,channel_id",0,Channel,Canal
wizard_field,"radiotv.broadcast.copy,init,d_from",0,From,Del
wizard_view,"radiotv.broadcast.copy,init",0,Copy broadcasts from a day to other,Copia emissions d'un interval de dies a un altre
wizard_button,"radiotv.broadcast.copy,init,end",0,Cancel,Cancel·la
wizard_button,"radiotv.broadcast.copy,init,copy",0,Copy,Copia
wizard_field,"radiotv.broadcast.compact.report,init,channel_id",0,Channel,Canal
wizard_field,"radiotv.broadcast.compact.report,init,d_to",0,End,Fi
wizard_field,"radiotv.broadcast.compact.report,init,d_from",0,Start,Inici
wizard_view,"radiotv.broadcast.compact.report,init",0,Select period,Selecciona el període
wizard_button,"radiotv.broadcast.compact.report,init,end",0,Cancel,Cancel·la
wizard_button,"radiotv.broadcast.compact.report,init,report",0,Print,Imprimeix
model,"ir.actions.act_window,name",radiotv.action_radiotv_channel_form,Channel,Canal
model,"ir.actions.act_window,name",radiotv.action_radiotv_program_form,Program,Programa
model,"ir.actions.act_window,name",radiotv.action_radiotv_category_form,Program category,Categoria de programa
model,"ir.actions.act_window,name",radiotv.action_radiotv_broadcast_form,Broadcast,Emissió
model,"ir.actions.act_window,name",radiotv.action_radiotv_program_form1,Archive programs,Programes arxivats
model,"ir.actions.act_window,name",radiotv.action_radiotv_program_form2,Published programs,Programes publicats
model,"ir.actions.act_window,name",radiotv.action_radiotv_program_form3,Unpublished programs,Programes despublicats
model,"ir.actions.act_window,name",radiotv.action_radiotv_web_form,RadioTV Website,Lloc web de Radio TV
model,"ir.actions.report.xml,name",radiotv.radiotv_broadcast_list,Radio TV broadcast list,Llista d'emissions de Radio TV
model,"ir.actions.wizard,name",radiotv.wizard_copy_broadcast,Copy broadcasts from a day to other,Copia les emissions d'un interval de dies a un altre
model,"ir.actions.wizard,name",radiotv.wizard_export_channel_program,Export channels and programs,Exporta canals i programes
model,"ir.actions.wizard,name",radiotv.wizard_export_broadcast,Export broadcasts,Exporta emissions
model,"ir.actions.wizard,name",radiotv.wizard_broadcast_compact_report,Broadcasts compact report,Informe de les emissions diàries
model,"ir.actions.wizard,name",radiotv.wizard_broadcast_declaration_report,Broadcasts declaration report,Informe de declaració d'emissions
model,"ir.actions.act_window,name",radiotv.act_channel_2_broadcasts,Channel broadcasts,Emissions del canal
model,"ir.actions.act_window,name",radiotv.act_program_2_broadcasts,Program broadcasts,Emissions del programa
model,"ir.actions.report.xml,name",radiotv.radiotv_broadcast_report,Radio TV broadcast report,Informe d'emissions de radioTV
model,"ir.model,name",0,radiotv.channel,
model,"ir.model,name",0,radiotv.program,
model,"ir.model,name",0,radiotv.category,
model,"ir.model,name",0,radiotv.broadcast,
model,"ir.ui.menu,name",radiotv.menu_radiotv_channel_form,Channels,Canals
model,"ir.ui.menu,name",radiotv.menu_radiotv_program_form,Programs,Programes
model,"ir.ui.menu,name",radiotv.menu_radiotv_category_form,Program categories,Categories de programes
model,"ir.ui.menu,name",radiotv.menu_radiotv_broadcast_form,Broadcasts,Emissions
model,"ir.ui.menu,name",radiotv.menu_radiotv_program_form1,Archive programs,Programes arxivats
model,"ir.ui.menu,name",radiotv.menu_radiotv_program_form2,Published programs,Programes publicats
model,"ir.ui.menu,name",radiotv.menu_radiotv_program_form3,Unpublished programs,Programes despublicats
model,"ir.ui.menu,name",radiotv.menu_wizard_copy_broadcast,Copy broadcasts from a day to other,Copia emissions d'un interval de dies a un altre
model,"ir.ui.menu,name",radiotv.menu_wizard_export_channel_program,Export channels and programs,Exporta canals i programes
model,"ir.ui.menu,name",radiotv.menu_wizard_export_broadcast,Export broadcasts,Exporta emissions
model,"ir.ui.menu,name",radiotv.menu_radiotv_web_form,Website configuration,Configuració del lloc web
model,"ir.ui.menu,name",radiotv.menu_wizard_broadcast_compact_report,Broadcasts compact report,Informe de les emissions diàries
model,"ir.ui.menu,name",radiotv.menu_wizard_broadcast_declaration_report,Broadcasts declaration report,Informe de declaració d'emissions
model,"ir.actions.act_window,name",radiotv.action_radiotv_broadcast_form11,Yesterday broadcasts,Emissions ahir
model,"ir.actions.act_window,name",radiotv.action_radiotv_broadcast_form12,Today broadcasts,Emissions avui
model,"ir.actions.act_window,name",radiotv.action_radiotv_broadcast_form13,Tomorrow broadcasts,Emissions demà
model,"ir.actions.act_window,name",radiotv.action_radiotv_broadcast_form21,Previous week broadcasts,Setmana anterior
model,"ir.actions.act_window,name",radiotv.action_radiotv_broadcast_form22,This week broadcasts,Setmana actual
model,"ir.actions.act_window,name",radiotv.action_radiotv_broadcast_form23,Next week broadcasts,Setmana vinent
model,"ir.actions.report.xml,name",radiotv.radiotv_broadcast_report,Radio TV broadcast report,Informe d'emissions de Radio TV
model,"ir.actions.report.xml,name",radiotv.radiotv_broadcast_compact_report,Radio TV broadcast compact report,Informe de les emissions diàries
model,"ir.actions.report.xml,name",radiotv.radiotv_broadcast_declaration_report,Radio TV broadcast declaration report,Informe de declaració d'emissions
model,"ir.ui.menu,name",radiotv.menu_radiotv_broadcast_form11,Yesterday broadcasts,Emissions d'ahir
model,"ir.ui.menu,name",radiotv.menu_radiotv_broadcast_form13,Tomorrow broadcasts,Emissions de demà
model,"ir.ui.menu,name",radiotv.menu_radiotv_broadcast_form12,Today broadcasts,Emissions d'avui
model,"ir.ui.menu,name",radiotv.menu_radiotv_broadcast_form21,Previous week broadcasts,Emissions de la setmana anterior
model,"ir.ui.menu,name",radiotv.menu_radiotv_broadcast_form22,This week broadcasts,Emissions de la setmana actual
model,"ir.ui.menu,name",radiotv.menu_radiotv_broadcast_form23,Next week broadcasts,Emissions de la setmana vinent
wizard_view,"radiotv.broadcast.copy,init",0,Copy the broadcasts from a range of days (or one day) to another range of days. The previous broadcasts in the destination range of days are deleted.,Copia les emissions des d'un interval de dies origen (o un dia) cap a un altre interval de dies destí. Les emissions anteriors en l'interval de dies destí seran eliminades.
wizard_view,"radiotv.broadcast.copy,init",0,Start range,Interval de dies origen
wizard_view,"radiotv.broadcast.copy,init",0,End range,Interval de dies destí
wizard_field,"radiotv.broadcast.copy,init,d_from2",0,To,Fins el
wizard_field,"radiotv.broadcast.copy,init,d_to",0,From,Cap al
model,"ir.ui.menu,name",0,Configuration,Configuració
model,"ir.actions.act_window,name",radiotv.action_radiotv_podcast_form,Podcast,
model,"ir.actions.act_window,name",radiotv.act_broadcast_2_podcasts,Podcasts,
model,"ir.actions.wizard,name",radiotv.wizard_export_podcast,Export podcasts,Exporta podcasts
model,"ir.model,name",0,radiotv.podcast,
model,"ir.ui.menu,name",radiotv.menu_radiotv_podcast_form,Podcasts,
model,"ir.ui.menu,name",radiotv.menu_wizard_export_podcast,Export podcasts,Exporta podcasts
field,"radiotv.podcast,category",0,Category,Categoria
field,"radiotv.podcast,subtitle",0,Subtitle,Subtítol
field,"radiotv.podcast,name",0,Name,Nom
field,"radiotv.podcast,author",0,Author,Autor
field,"radiotv.podcast,file_name",0,File name,Nom fitxer
field,"radiotv.podcast,explicit",0,Explicit,Explícit
field,"radiotv.podcast,keywords",0,Keywords,Paraules clau
field,"radiotv.podcast,broadcast_id",0,Broadcast,Emissió
field,"radiotv.podcast,duration",0,Duration,Durada
field,"radiotv.podcast,pub_date",0,Publication,Data publicació
field,"radiotv.podcast,block",0,Block,Bloc
field,"radiotv.podcast,description",0,Description,Descripció
field,"radiotv.web,sync",0,Synchronize,Sincronitza
help,"radiotv.web,sync",0,"The changes in channels, programs and broadcasts are synchronized automatically to the website","Els canvis en els canals, programes, emissions i podcasts són sincronitzats automàticament al lloc web"
view,radiotv.podcast,0,Podcasts,
view,radiotv.podcast,0,Podcast,
wizard_field,"radiotv.podcast.export,init,d_to",0,To,Fins
wizard_field,"radiotv.podcast.export,init,d_from",0,From,Des de
wizard_view,"radiotv.podcast.export,init",0,Export podcasts published,Exporta podcasts publicats
wizard_button,"radiotv.podcast.export,init,end",0,Cancel,Cancel·la
wizard_button,"radiotv.podcast.export,init,export",0,Export,Exporta
wizard_field,"radiotv.podcast.export,export,podcast_delete",0,Deleted podcasts,Podcasts eliminats
wizard_field,"radiotv.podcast.export,export,podcast_new",0,New podcasts,Podcasts nous
wizard_field,"radiotv.podcast.export,export,podcast_update",0,Updated podcasts,Podcasts actualitzats
wizard_view,"radiotv.podcast.export,export",0,Podcast Export,Exporta podcasts
wizard_view,"radiotv.podcast.export,export",0,Podcasts exported,Podcasts exportats
wizard_button,"radiotv.podcast.export,export,end",0,End,Fi
